Drug_ID,Drug,Y
"Phosphorodithioic acid, O,O-dimethyl ester, S-ester with 6-chloro-2-(mercaptomethyl)-3(2H)-pyridazinone",COP(=S)(OC)SCn1nc(Cl)ccc1=O,4.779
"3-Heptanone, 5-methyl-, oxime",CCC(CC(C)CC)=NO,1.5759999999999998
"Carbamothioic acid, dimethyl-, S-(4-phenoxybutyl)ester",CN(C)C(=O)SCCCCOc1ccccc1,2.343
"3H-Pyrazol-3-one, 1,2-dihydro-2-(1-methyl-4-piperidinyl)-5-phenyl-4-(phenylmethyl)- (9CI)",CN1CCC(n2[nH]c(-c3ccccc3)c(Cc3ccccc3)c2=O)CC1,2.11
Flufenisal,CC(=O)Oc1ccc(-c2ccc(F)cc2)cc1C(=O)O,3.1710000000000003
"3(2H)-Pyridazinone, 6-(3,5-dichloro-4-methylphenyl)-",Cc1c(Cl)cc(-c2ccc(=O)[nH]n2)cc1Cl,1.328
"Benzoic acid, 5-(aminosulfonyl)-4-chloro-2-((2-furanylmethyl)amino)-",NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2.105
"2-Butanone, 1,1-dichloro-3,3-dimethyl-",CC(C)(C)C(=O)C(Cl)Cl,2.114
"Benzenemethanamine, 2-chloro-N-(2,6-dinitro-4-(trifluoromethyl)phenyl)-N-ethyl-6-fluoro-",CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2.134
"1,3,4-Metheno-1H-cyclobuta(cd)pentalene, 1,1a,2,2,3,3a,4,5,5,5a,5b,6-dodecachlorooctahydro-",ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,3.366
"Benzeneacetic acid, alpha-methyl-4-(1,3,4,7-tetrahydro-1-oxo-2H-isoindol-2-yl)-",CC(C(=O)O)c1ccc(N2CC3=C(CC=CC3)C2=O)cc1,2.9360000000000004
"Phosphorothioic acid, O,O-diethyl S-methyl ester",CCOP(=O)(OCC)SC,3.592
"Cinchonan-9-ol, 6'-methoxy-, (9S)-",C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,3.091
"Phosphoric acid, dimethyl ester, ester with 1-allyl-4-hydroxy-6-methyl-2(1H)-pyridone",C=CCn1c(C)cc(OP(=O)(OC)OC)cc1=O,5.046
"5-Fluoro-1,3-bis(tetrahydro-2-furanyl)-2,4(1H,3H)-pyrimidinedione",O=c1c(F)cn(C2CCCO2)c(=O)n1C1CCCO1,2.194
"Benzenamine, N-((2-aminoethoxy)methyl)-",NCCOCNc1ccccc1,5.425
Strychnidin-10-one,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,5.153
"Ethanethioic acid, S-(2-(2-benzothiazolylamino)-2-oxoethyl) ester",CC(=O)SCC(=O)Nc1nc2ccccc2s1,2.823
"Benzeneethanamine, alpha,4-dimethyl-, (+-)-",Cc1ccc(CC(C)N)cc1,2.998
"Acrylonitrile, 3-(dimethylamino)- (7CI,8CI)",CN(C)C=CC#N,2.007
"Propanoic acid, 2-(2-(3-(acetylethylamino)-2,4,6-triiodophenoxy)ethoxy)- (9CI)",CCN(C(C)=O)c1c(I)cc(I)c(OCCOC(C)C(=O)O)c1I,2.624
"1H-Purine-2,6-dione, 3,7-dihydro-1,3,7-trimethyl-",Cn1c(=O)c2c(ncn2C)n(C)c1=O,3.005
"Butanedioic acid, 2,3-dimercapto-",O=C(O)C(S)C(S)C(=O)O,1.659
"Pyrimidine, 2,4-diamino-5-(p-chlorophenyl)-6-ethyl-",CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,2.752
"Benzeneacetonitrile, alpha-((cyanomethoxy)imino)-",N#CCON=C(C#N)c1ccccc1,1.91
"Androst-4-en-3-one, 17-hydroxy-17-methyl-, (17beta)-",CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,2.083
"Phosphoramidic acid, (4-(hydroxymethyl)-1,3-dithiol-2-ylidene)-, diethyl ester",CCOP(=O)(N=c1scc(CO)s1)OCC,3.2430000000000003
"Phosphorothioic acid, O,O-diethyl O-(4-nitro-m-tolyl) ester",CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])c(C)c1,4.485
"2(1H)-Quinazolinone, 7-methyl-1-(1-methylethyl)-4-phenyl-",Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,2.564
"Propane, 1-chloro-2-nitro-",CC(CCl)[N+](=O)[O-],2.797
"Oxirane, 2,2'-(1,4-butanediylbis(oxymethylene))bis-",C(CCOCC1CO1)COCC1CO1,2.251
"1,3-Benzodioxol-4-ol, 2-ethyl-2-methyl-, methylcarbamate",CCC1(C)Oc2cccc(OC(=O)NC)c2O1,3.977
"Silicic acid (H4SiO4), tetrakis(1,1-dimethylpentyl) ester",CCCCC(C)(C)O[Si](OC(C)(C)CCCC)(OC(C)(C)CCCC)OC(C)(C)CCCC,0.909
Not Available,CCCCC(CC)COP(=O)(Cl)OCC(CC)CCCC,2.055
"1,3,5-Triazine-2,4,6-triamine, N,N,N',N',N'',N''-hexachloro-",ClN(Cl)c1nc(N(Cl)Cl)nc(N(Cl)Cl)n1,1.823
"1,2-Ethanediamine, N-((4-chlorophenyl)methyl)-N',N'-dimethyl-N-2-pyridinyl- (9CI)",CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,2.498
"Phosphoric acid, dimethyl ester, ester with 4-hydroxy-1,6-dimethyl-2(1H)-pyridone",COP(=O)(OC)Oc1cc(C)n(C)c(=O)c1,4.928999999999999
"Valeramide, 2-propyl-",CCCC(CCC)C(N)=O,2.207
Not Available,CCOP(=S)(OCC)Oc1cc(C)n(CC)c(=O)c1,1.635
"Alanine, 3-(3,4-dihydroxyphenyl)-, L-",NC(Cc1ccc(O)c(O)c1)C(=O)O,2.044
"Butanoic acid, 1,2,3-propanetriyl ester",CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,1.975
"Phosphoric acid, diethyl 1-ethyl-1,2-dihydro-6-methyl-2-oxo-4-pyridinyl ester",CCOP(=O)(OCC)Oc1cc(C)n(CC)c(=O)c1,5.252000000000001
"Carbamodithioic acid, dimethyl-, ((diethoxyphosphinothioyl)thio)methyl ester",CCOP(=S)(OCC)SCSC(=S)N(C)C,3.3280000000000003
"3-Benzofuranethanimidamide, 2-ethyl-N-hydroxy-N'-(2-(4-morpholinyl)ethyl)-",CCc1oc2ccccc2c1CC(=NCCN1CCOCC1)NO,2.242
"Phosphoramidothioic acid, (3-ethyl-5-methyl-2-oxazolidinylidene)-, O,S-dimethyl ester",CCN1CC(C)OC1=NP(=O)(OC)SC,6.402
"2,7:3,6-Dimethanonaphth(2,3-b)oxirene, 3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-, (1aalpha,2beta,2aalpha,3beta,6beta,6aalpha,7beta,7aalpha)-",ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,3.998
"1,3-Benzodioxol-4-ol, 2,2,7-trimethyl-, methylcarbamate",CNC(=O)Oc1ccc(C)c2c1OC(C)(C)O2,4.421
"10H-Phenothiazine-10-propanamine, 2-methoxy-N,N,beta-trimethyl-, (-)-",COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,2.475
"2,4-Imidazolidinedione, 5,5-dimethyl-3-(4-nitro-3-(trifluoromethyl)phenyl)-",CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,3.2110000000000003
"Hexanenitrile, 6-amino-",N#CCCCCCN,2.136
"5-(1,2-Dithiolan-3-yl)valeric acid",O=C(O)CCCCC1CCSS1,2.261
"2,5-Pyrrolidinedione, 3-(3-bromophenyl)- (9CI)",O=C1CC(c2cccc(Br)c2)C(=O)N1,2.162
"2-Propenoic acid, 2-(dimethylamino)ethyl ester",C=CC(=O)OCCN(C)C,2.498
"3,5-Pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(2-nitrophenyl)-, methyl 2-methylpropyl ester, (+-)-",COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],2.49
"3-Pyridinecarboxylic acid, 1,2,5,6-tetrahydro-1-methyl-, methyl ester",COC(=O)C1=CCCN(C)C1,1.793
"6-Chloro-N-cyclopropyl-N'-isopropyl-1,3,5-triazine-2,4-diamine",CC(C)Nc1nc(Cl)nc(NC2CC2)n1,2.278
1-Naphthalenecarboxaldehyde,O=Cc1cccc2ccccc12,2.37
"(1,3)-Benzodioxolo(5,6-c)-1,3-dioxolo(4,5-i)phenanthridinium, 13-methyl- (9CI)",C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,2.301
"(5alpha,6beta)-6-Azido-4,5-epoxy-17-methylmorphinan-3-ol",CN1CCC23c4c5ccc(O)c4OC2C(N=[N+]=[N-])CCC3C1C5,3.702
"Acetic acid, (4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl)- (8CI)",O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,5.957000000000001
"Malonic acid, (1-bromo-2,2,2-trichloroethyl) ethyl ester",CCOC(=O)CC(=O)OC(Br)C(Cl)(Cl)Cl,2.12
"Morphinan, 6-beta-azido-4,5-alpha-epoxy-3-methoxy-17-methyl-",COc1ccc2c3c1OC1C(N=[N+]=[N-])CCC4C(C2)N(C)CCC341,3.435
"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris(oxiranylmethyl)-",O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,3.199
"6,9-Dioxa-3,12-diazatetradecanedioic acid, 3,12-bis(carboxymethyl)-",O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,2.025
"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methylpropenyl)-, ester with 4-hydroxy-3-methyl-2-(2-propynyl)-2-cyclopenten-1-one, trans-(+-)-",C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,2.815
"1,3-Propanediol, dibenzoate",O=C(OCCCOC(=O)c1ccccc1)c1ccccc1,1.074
"Benzoic acid, 3-(2-chloro-4-(trifluoromethyl)phenoxy)-",O=C(O)c1cccc(Oc2ccc(C(F)(F)F)cc2Cl)c1,2.432
"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, (5-(2-propynyl)-2-furanyl)methyl ester, cis,trans-(+/-)-",C#CCc1ccc(COC(=O)C2C(C=C(C)C)C2(C)C)o1,1.457
"Propane, 1,2-epoxy-3-((2-ethylhexyl)oxy)-",CCCCC(CC)COCC1CO1,1.378
"2(3H)-Benzothiazolone, 4-chloro-3-methyl-",Cn1c(=O)sc2cccc(Cl)c21,2.012
"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, (2,4-dimethylphenyl)methyl ester (VAN) (9CI)",CC(C)=CC1C(C(=O)OCc2ccc(C)cc2C)C1(C)C,0.855
"Phosphine oxide, tris(3-methylbutyl)-",CC(C)CCP(=O)(CCC(C)C)CCC(C)C,2.066
"Carbonic acid, cyclic (chloromethyl)ethylene ester (7CI,8CI)",O=C1OCC(CCl)O1,3.232
"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, (6-chloro-1,3-benzodioxol-5-yl)methyl ester",CC(C)=CC1C(C(=O)OCc2cc3c(cc2Cl)OCO3)C1(C)C,1.351
"Phosphonamidothioic acid, P-methyl-N-(1-naphthalenyloxy)-, O-ethyl ester",CCOP(C)(=S)NOc1cccc2ccccc12,3.051
"Acetic acid, nitro-, methyl ester",COC(=O)C[N+](=O)[O-],1.499
"Succinanilic acid, 4'-(p-nitrobenzenesulfonamido)-",O=C(O)CCC(=O)Nc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,2.419
"Card-20(22)-enolide, 3-((O-2,6-dideoxy-beta-D-ribo-hexopyranosyl-(1-4)-O-2,6-dideoxy-beta-D-ribo-hexopyranosyl-(1-4)-2,6-dideoxy-beta-D-ribo-hexopyranosyl)oxy)-14-hydroxy-, (3beta,5beta)-",CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,4.508
"Propanedioic acid, ((3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl)methyl)butyl-, bis(1,2,2,6,6-pentamethyl-4-piperidinyl) ester",CCCCC(Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)(C(=O)OC1CC(C)(C)N(C)C(C)(C)C1)C(=O)OC1CC(C)(C)N(C)C(C)(C)C1,2.66
"Phosphonothioic acid, methyl-, O,S-diethyl ester",CCOP(C)(=O)SCC,4.448
"2,7:3,6-Dimethanonaphth(2,3-b)oxirene, 3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-, (1aalpha,2beta,2abeta,3alpha,6alpha,6abeta,7beta,7aalpha)-",ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,5.104
"Methacrylic acid, isobutylene ester",C=C(C)C(=O)OC=C(C)C,1.446
"Phosphonothioic acid, ethyl-, O,S-diethyl ester",CCOP(=O)(CC)SCC,4.374
"Pyrimidine, 4-amino-5-(ethoxymethyl)-2-methyl-",CCOCc1cnc(C)nc1N,2.062
"1-Butanol, 2,2'-(1,2-ethanediyldiimino)bis-, (S-(R*,R*))-",CCC(CO)NCCNC(CC)CO,2.311
"2H-Benzo(a)quinolizine-3-propanenitrile, 1,3,4,6,7,11b-hexahydro-9,10-dimethoxy-2-oxo-",COc1cc2c(cc1OC)C1CC(=O)C(CCC#N)CN1CC2,2.705
"Phosphonic acid, (mercapto-(trimethoxyphosphoranylidene)methyl)-, dimethyl ester, S-ester with O,O-dimethyl phosphorothioate",COP(=O)(OC)SC(P(=O)(OC)OC)=P(OC)(OC)OC,4.007
"Phosphonothioic acid, ethyl-, O,S-dibutyl ester",CCCCOP(=O)(CC)SCCCC,4.592
"3,5-Pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(alpha,alpha,alpha-trifluoro-o-tolyl)-, diethyl ester",CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C(F)(F)F,2.511
"Phosphorothioic acid, O,O-diethyl O-(1-methylethyl) ester",CCOP(=S)(OCC)OC(C)C,2.327
"2-Cyclopenten-1-one, 2,3,4,4,5,5-hexachloro-",O=C1C(Cl)=C(Cl)C(Cl)(Cl)C1(Cl)Cl,3.21
"Methylamine, in aqueous solution",CN,2.492
"Benzamide, 4-amino-5-chloro-N-(2-(diethylamino)ethyl)-2-(phenylmethoxy)-",CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OCc1ccccc1,3.233
"Acetic acid, trichloro-, 1,2-ethanediyl ester (9CI)",O=C(OCCOC(=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1.702
Dimethyl sulphide,CSC,1.275
"Propane, 2-chloro-",CC(C)Cl,1.196
"Dibenz(b,e)oxepin-3-acetic acid, 6,11-dihydro-11-oxo-, (2,3-dihydroxypropyl) ester",O=C(Cc1ccc2c(c1)OCc1ccccc1C2=O)OCC(O)CO,3.557
"Benzamide, 2-(benzyloxy)-3,5-dichloro-N-((1-ethyl-2-pyrrolidinyl)methyl)-",CCN1CCCC1CNC(=O)c1cc(Cl)cc(Cl)c1OCc1ccccc1,2.85
"Phosphorodithioic acid, O,O,S-triethyl ester",CCOP(=S)(OCC)SCC,3.428
"Phosphonamidic acid, P-(p-chlorophenyl)-N,N-dimethyl-, 2,2-dichlorovinyl ester",CN(C)P(=O)(OC=C(Cl)Cl)c1ccc(Cl)cc1,2.799
"Silane, dichloromethyl-",C[SiH](Cl)Cl,1.5659999999999998
"Phosphoric acid, tripentyl ester (8CI)(9CI)",CCCCCOP(=O)(OCCCCC)OCCCCC,1.12
"Benzamide, N,N-diethyl-o-(beta-hydroxyethoxy)-",CCN(CC)C(=O)c1ccccc1OCCO,2.5
"Benzamide, 2-(benzyloxy)-3,5-dichloro-N-(2-diethylamino)ethyl)-",CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1OCc1ccccc1,2.7910000000000004
"Ethene, 1,1'-sulfinylbis(2,2-dichloro- (9CI)",O=S(C(Cl)=CCl)C(Cl)=CCl,3.505
"2-Propenoic acid, 2-methyl-, 3-(trimethoxysilyl)propyl ester",C=C(C)C(=O)OCCC[Si](OC)(OC)OC,1.022
"Silane, (3-chloropropyl)trimethoxy-",CO[Si](CCCCl)(OC)OC,1.471
Methanesulphonic acid,CS(=O)(=O)O,2.682
"Silane, chlorotrimethyl-",C[Si](C)(C)Cl,1.351
"Sorbic acid, glycidyl ester dimer",CC=CC=CC(=O)OCC1CO1,1.466
"Trichothec-9-en-8-one, 12,13-epoxy-3,4,7,15-tetrahydroxy-, (3-alpha,4-beta,7-alpha)-",CC1=CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(O)C1=O,4.205
"Silane, dichlorodimethyl-",C[Si](C)(Cl)Cl,1.329
"9H-Fluorene-9-carboxylic acid, 2-chloro-9-hydroxy-, methyl ester",COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,1.947
"Benzoic acid, 2-hydroxy-3-methyl-, methyl ester",COC(=O)c1cccc(C)c1O,1.636
2-Butenamide (9CI),CC=CC(N)=O,1.4780000000000002
"Cyclopropanecarboxylic acid, 2-butoxy-, butyl ester",CCCCOC(=O)C1CC1OCCCC,3.951
"2-Propanol, 1-(2-methylpropoxy)-",CC(C)COCC(C)O,1.489
"Acetic acid, (2,4,5-trichlorophenoxy)-, 2-butoxyethyl ester",CCCCOCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,2.852
"Ethane, 1,2-dibromo-1,1-dichloro-",ClC(Cl)(Br)CBr,3.0980000000000003
"Cinnamic acid anhydride, o-hydroxy-",O=C(C=Cc1ccccc1O)OC(=O)C=Cc1ccccc1O,2.313
"2-Furoic acid, 2,2,2-tribromoethyl ester",O=C(OCC(Br)(Br)Br)c1ccco1,2.4
"Ethanol, 2-phenoxy-, propanoate",CCC(=O)OCCOc1ccccc1,1.645
"5-Isoxazoleacetic acid, alpha-amino-2,3-dihydro-3-oxo-",NC(C(=O)O)c1cc(=O)[nH]o1,3.088
"Hydroperoxide, 1,1-dimethylethyl",CC(C)(C)OO,2.387
"Cevane-3-beta,4-beta,7-alpha,14,15-alpha,16-beta,20-heptol, 4,9-epoxy-, 15-((+)-2-hydroxy-2-methylbutyrate) 3-((-)-2-methylbutyrate)",CCC(C)C(=O)OC1CCC2(C)C3CC(O)C4C5(O)C(CC42OC13O)C1CN2CC(C)CCC2C(C)(O)C1C(O)C5OC(=O)C(C)(O)CC,4.364
"Glutaraldehyde, alpha,gamma-dimethyl-alpha-oxy-methyl-",CC(C=O)CC(C)(C=O)CO,1.89
"2-Propanol, 1,1,1-trichloro-",CC(O)C(Cl)(Cl)Cl,2.213
"Pyridine, 2-chloro-3,5-dinitro-",O=[N+]([O-])c1cnc(Cl)c([N+](=O)[O-])c1,3.61
"2,7-Octadien-1-ol",C=CCCCC=CCO,0.985
"Ethane, pentachloro-",ClC(Cl)C(Cl)(Cl)Cl,2.342
"1,3-Cyclohexanebis(methylamine) (8CI)",NCC1CCCC(CN)C1,2.209
"Anthranilic acid, N-nitroso-N-(alpha,alpha,alpha-trifluoro-m-tolyl)-",O=NN(c1cccc(C(F)(F)F)c1)c1ccccc1C(=O)O,2.537
"1,3,5-Triazine, 2,4,6-tris(oxiranylmethoxy)- (9CI)",C(Oc1nc(OCC2CO2)nc(OCC2CO2)n1)C1CO1,2.248
"Bicyclo(2.2.1)heptan-2-one, 3-bromo-1,7,7-trimethyl-",CC12CCC(C(Br)C1=O)C2(C)C,1.715
"Propanenitrile, 3-((4-ethoxyphenyl)amino)-",CCOc1ccc(NCCC#N)cc1,1.617
"Methacrylic acid, ester with isopropyl glycolate",C=C(C)C(=O)OCC(=O)OC(C)C,1.3159999999999998
"1,3-Butanediol, 2,2-dimethyl-",CC(O)C(C)(C)CO,1.037
"7H-Pyrazolo(3,4-c)pyridin-7-one, 1,6-dihydro-3-ethyl-1-(4-fluorophenyl)-",CCc1nn(-c2ccc(F)cc2)c2c(=O)[nH]ccc12,2.8360000000000003
"4,7-Methanoindan, 1,4,5,6,7,8,8-heptachloro-3a,4,7,7a-tetrahydro-",ClC1=C(Cl)C2(Cl)C3C(Cl)CCC3C1(Cl)C2(Cl)Cl,2.273
"p-Toluidine, N-phenylpropyl-",Cc1ccc(NCCCc2ccccc2)cc1,2.149
"2,4(1H,3H)-Pyridinedione, 3,3-diethyl-",CCC1(CC)C(=O)C=CNC1=O,2.331
"Phosphorothioic acid, O-ethyl O-methyl O-(4-nitrophenyl) ester (9CI)",CCOP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,4.988
"2,4-Imidazolidinedione, 1,3-dibromo-5,5-dimethyl-",CC1(C)C(=O)N(Br)C(=O)N1Br,3.0580000000000003
"m-Cresol, 6-heptyl-",CCCCCCCc1ccc(C)cc1O,1.793
"Phosphoramidothioic acid, ethyl-, O-methyl O-(2,4,5-trichlorophenyl) ester",CCNP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.8710000000000004
"Benzoic acid, 2-((8-(trifluoromethyl)-4-quinolinyl)amino)-, 2,3-dihydroxypropyl ester",O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,2.881
"(3R-(3alpha,3Abeta,6alpha,7beta,8aalpha))-octahydro-3,6,8,8-tetramethyl-1H-3a,7-methanoazulen-5-yl acetate",CC(=O)OC1(C)CCC23CC1C(C)(C)C2CCC3C,0.7709999999999999
"m-Cresol, 6-nonyl-",CCCCCCCCCc1ccc(C)cc1O,1.768
"2H-Benzo(a)quinolizine-3-carboxamide, 2-(acetyloxy)-N,N-diethyl-1,3,4,6,7,11b-hexahydro-9,10-dimethoxy-, (2alpha,3beta,11balpha)- (9CI)",CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,2.5860000000000003
"6,9-Methano-2,4-benzodioxepin, 6,7,8,9,10,10-hexachloro-1,5,5a,6,9,9a-hexahydro-3-methyl-",CC1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,3.508
"m-Cresol, 6-octyl-",CCCCCCCCc1ccc(C)cc1O,1.741
"Phosphoramidocyanidic acid, dimethyl-, ethyl ester",CCOP(=O)(C#N)N(C)C,4.642
"Pregnane-11,20-dione, 3-hydroxy-, (3-alpha,5-alpha)- (9CI)",CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,3.049
"1,2,3-Propanetricarboxylic acid, 2-(acetyloxy)-, triethyl ester",CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,1.658
"Propionitrile, 2,3-dichloro- (6CI,7CI,8CI)",N#CC(Cl)CCl,3.751
"1,10-Diaza-4,7,13,16-tetraoxacyclooctadecane",C1COCCOCCNCCOCCOCCN1,1.887
"2-Pentenal, 4,5-epoxy-",O=CC=CC1CO1,3.199
"3,6,9,12,15-Pentaoxaheptadecane-1,17-diol",OCCOCCOCCOCCOCCOCCO,0.946
"Formamide, N-(4-bromophenyl)- (9CI)",O=CNc1ccc(Br)cc1,2.252
"1,3-Propanediol, 2-ethyl-2-(hydroxymethyl)-",CCC(CO)(CO)CO,0.978
"1,4-Dithiepan-6-one, O-((methylamino)carbonyl)oxime",CNC(=O)ON=C1CSCCSC1,2.741
"3-Cyclohexene-1-carboxylic acid, (2-cyclohexenyl)methyl ester",O=C(OCC1C=CCCC1)C1CC=CCC1,1.918
"1,3-Propanediol, 2,2-bis((nitrooxy)methyl)-, dinitrate (ester)",O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],2.28
"3-Cyclohexene-1-methanol, alpha-hydroxymethyl-",OCC(O)C1CC=CCC1,2.124
"Phosphinic amide, diphenyl-N-triphenylphosphoranylidene-",c1ccc(P(N=P(c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,1.853
"Phenol, p-vinyl-, acetate (6CI,7CI,8CI)",C=Cc1ccc(OC(C)=O)cc1,2.033
"2-Propenoic acid, 3-phenyl-, 1-ethenyl-1,5-dimethyl-4-hexenyl ester",C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1,1.456
"3-Cyclohexenecarboxamide, thio-",NC(=S)C1CC=CCC1,3.451
"6-Oxa-3,9-dithia-2,4,7-triazadec-7-enoic acid, 2,4,8-trimethyl-5-oxo-, ethyl ester",CCOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,3.116
"Phosphonic acid, ethyl-, diethyl ester",CCOP(=O)(CC)OCC,1.853
"1,2-Benzisothiazol-3(2H)-one",O=c1[nH]sc2ccccc12,2.171
"2-Cyclohexen-1-one, 3,5,5-trimethyl-",CC1=CC(=O)CC(C)(C)C1,1.869
"Semicarbazide, 1-(alpha,alpha,alpha,alpha',alpha',alpha'-hexafluoro-3,5-xylyl)-4-methyl-3-thio-",CNC(=S)NNc1cc(C(F)(F)F)cc(C(F)(F)F)c1,2.884
"Phosphinothioic acid, dimethyl-, O-(3-methyl-4-(methylthio)phenyl) ester",CSc1ccc(OP(C)(C)=S)cc1C,3.148
"Benzoxazole, 2-amino-6-bromo-5-chloro-",Nc1nc2cc(Cl)c(Br)cc2o1,3.247
"4-Octyne-3,6-diol, 3,6-dimethyl-",CCC(C)(O)C#CC(C)(O)CC,2.085
"Benzoxazole, 2-amino-5-iodo-",Nc1nc2cc(I)ccc2o1,2.415
"3,5-Pyrazolidinedione, 1,2-diphenyl-",O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,2.402
"2,2'-Dimethyl-2,2'-azodipropiononitrile",CC(C)(C#N)N=NC(C)(C)C#N,3.215
"2,4-Oxazolidinedione, 3-(3,5-dichlorophenyl)-5,5-dimethyl-",CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1.961
"Propanal, 2-methyl-",CC(C)C=O,1.876
"3-Pyrazolidinone, 4,4-dimethyl-1-phenyl-",CC1(C)CN(c2ccccc2)NC1=O,3.802
"Benzamide, 2-hydroxy-N-(2-hydroxyethyl)- (9CI)",O=C(NCCO)c1ccccc1O,1.625
"2-Propenal, 2-methyl-",C=C(C)C=O,2.7
"Phosphoric acid, 2,2-dichloro-1-(3,5-dichlorophenyl)ethenyl diethyl ester (9CI)",CCOP(=O)(OCC)OC(=C(Cl)Cl)c1cc(Cl)cc(Cl)c1,4.294
"Butyric acid, 4-acetyl-4-chloro-, methyl ester",COC(=O)CCC(Cl)C(C)=O,1.94
"(1,1'-Biphenyl)-3-carboxamide, 4',5-dichloro-N-(4-fluoro-2-methylphenyl)-2-hydroxy-",Cc1cc(F)ccc1NC(=O)c1cc(Cl)cc(-c2ccc(Cl)cc2)c1O,2.192
"2-Propenamide, N,N-diethyl- (9CI)",C=CC(=O)N(CC)CC,1.954
"1,1,2-Trichloroethylene",ClC=C(Cl)Cl,1.4269999999999998
"Acetyl chloride, chloro-",O=C(Cl)CCl,2.735
