Drug,Y
CN(C)C(=O)Nc1cccc(OC(F)(F)C(F)F)c1,2.345
CN(C)C(=O)Nc1ccccc1,1.409
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,3.2460000000000004
CN(C)C(=O)ON=C(C#N)c1ccccc1,3.848
CN(C)C(=O)Oc1c(Cl)c(Cl)cc2[nH]c(C(F)(F)F)nc12,3.921
CN(C)C(=O)Oc1cccc2sccc12,3.813
CN(C)C(=O)Oc1ccccc1C1SCCS1,4.226
CN(C)C(=O)SCCCCOc1ccccc1,2.343
CN(C)C(=O)c1cccc(-c2ccccc2)c1O,2.104
CN(C)C(=O)c1ccccc1O,1.856
CN(C)C(=O)n1c(Br)nc(Br)c1Br,3.876
CN(C)C(=S)C=Cc1ccc2c(c1)OCO2,2.422
CN(C)C(=S)N(C)C,2.158
CN(C)C(=S)NN=Cc1ccc([N+](=O)[O-])o1,2.509
CN(C)C(=S)SCN1CCOCC1,2.167
CN(C)C(=S)SSC(=S)N(C)C,2.633
CN(C)C(=S)c1ccc2c(c1)OCO2,3.423
CN(C)C(CSC#N)CSC#N,3.39
CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1,2.592
CN(C)C1CC(c2ccccc2)c2ccccc21,3.13
CN(C)C1CCCCC1,2.563
CN(C)C1c2ccccc2NC(=O)c2ccccc21,2.101
CN(C)C=C1C(=O)N(c2ccccc2)N=C1c1ccccc1,2.515
CN(C)C=CC#N,2.007
CN(C)C=Nc1c(I)cc(I)c(CCC(=O)O)c1I,2.764
CN(C)C=O,1.4169999999999998
CN(C)CC(=O)NN=Cc1c(-c2ccc(Cl)cc2)nc2n1CCS2,2.658
CN(C)CC(=O)NN=Cc1c(-c2ccccc2)nc2sccn12,2.737
CN(C)CC(=O)NN=Cc1c(Cl)nc2sccn12,2.28
CN(C)CC1CCCCC1,2.06
CN(C)CCC#N,1.577
CN(C)CCC(=O)N(C)C,1.722
CN(C)CCC=C1c2ccccc2CCc2ccccc21,2.938
CN(C)CCC=C1c2ccccc2CCc2sccc21,2.607
CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,3.198
CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,2.9
CN(C)CCCN,1.7380000000000002
CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,2.202
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,2.7110000000000003
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,3.28
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,3.3510000000000004
CN(C)CCCNCCCN(C)C,2.063
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,2.513
CN(C)CCC[N+]1([O-])c2ccccc2CCc2ccccc21,3.463
CN(C)CCCn1c(=O)n(-c2ccccc2)c2cc(Cl)ccc21,2.217
CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,2.565
CN(C)CCN,1.89
CN(C)CCN(C)C,1.867
CN(C)CCN(C)CCN(C)C,2.027
CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21,2.364
CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,2.498
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,3.128
CN(C)CCNC(=O)C(C)(C)Oc1ccc(Cl)cc1,3.341
CN(C)CCNN,1.689
CN(C)CCOC(=O)COc1ccc(Cl)cc1,1.996
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,3.035
CN(C)CCOCCN(C)C,2.175
CN(C)CCOCCO,1.754
CN(C)CCOCCOC(=O)C1(c2ccccc2)CCCC1,2.381
CN(C)CCOCCOCCN(C)C,1.859
CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,2.378
CN(C)CCOc1ccccc1Cc1ccccc1,2.483
CN(C)CCOc1ccnc(N)n1,2.085
CN(C)Cc1ccc(CSCCNC(=C[N+](=O)[O-])N2CCN(C)CC2)o1,1.843
CN(C)N,2.693
CN(C)N(C)N=O,3.036
CN(C)N=C1SC(=NOC(=O)N(C)SC(Cl)(Cl)Cl)C(C)(C)S1,5.085
CN(C)N=Nc1ccc(C(=O)O)cc1,2.781
CN(C)N=Nc1ccc(C(N)=O)cc1,3.551
CN(C)N=Nc1ccc(Cl)cc1,2.705
CN(C)N=Nc1ccc(I)cc1,2.681
CN(C)N=Nc1ccc([N+](=O)[O-])cc1,2.067
CN(C)N=Nc1cccc(C(N)=O)c1,3.551
CN(C)N=Nc1ccccc1,2.682
CN(C)N=O,3.1060000000000003
CN(C)P(=O)(F)N(C)C,5.188
CN(C)P(=O)(N(C)C)N(C)C,1.851
CN(C)P(=O)(N(C)C)n1nc(-c2ccccc2)nc1N,4.168
CN(C)P(=O)(OC=C(Cl)Cl)c1ccc(Cl)cc1,2.799
CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,4.758
CN(C)P(=S)(c1ccccc1)n1ccnc1,2.224
CN(C)S(=O)(=O)CCCCCNC(=O)N(CCCl)N=O,3.119
CN(C)S(=O)(=O)c1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,4.92
CN(C)[N+](=O)[O-],1.915
CN(C)[SiH](N(C)C)N(C)C,2.434
CN(C)[Si](N(C)C)(N(C)C)N(C)C,2.141
CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,1.95
CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,2.704
CN(C)c1ccc(C=C2C(=O)N=C3c4ccccc4N=CN23)cc1,2.95
CN(C)c1ccc(C=Cc2ccccc2)cc1,3.65
CN(C)c1ccc(N)cc1,3.435
CN(C)c1ccc(N=Nc2cccc(Br)c2)cc1,1.369
CN(C)c1ccc(N=Nc2ccccc2)cc1,3.052
CN(C)c1ccccc1,1.934
CN(C)c1ccccc1CS(=O)c1nc2ccccc2[nH]1,2.362
CN(C)c1ccncc1,2.689
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,2.174
CN(C)c1nc(N(C)C)nc(N(C)C)n1,2.779
CN(C)c1ncnc2c1ncn2CC1CC1,2.5810000000000004
CN(CC#N)N=O,3.343
CN(CCC#N)CCC#N,2.188
CN(CCC(N)CC(=O)NC1C=CC(n2ccc(N)nc2=O)OC1C(=O)O)C(=N)N,4.422
CN(CCCN)CCCN,1.975
CN(CCCl)N=O,3.746
CN(CCCn1cnc2c1c(=O)n(C)c(=O)n2C)c1ccccc1,2.3
CN(CCN(C)N=O)N=O,2.989
CN(CCO)CCO,1.3969999999999998
CN(CCO)Cc1cc(C(=O)c2cccs2)cc(C(C)(C)C)c1O,2.541
CN(CCO)c1ccccc1,1.7280000000000002
CN(CCc1ccccc1)N=O,3.534
CN(CCn1cnc2c1c(=O)n(C)c(=O)n2C)c1ccccc1,2.037
CN(CO)C(=O)Oc1cccc2ccccc12,1.635
CN(Cc1ccc(Cl)cc1Cl)S(N)(=O)=O,2.059
CN(Cc1ccccc1)N=O,3.921
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,3.527
CN(N=Nc1ccccc1)N=Nc1ccccc1,3.053
CN(N=O)C(=N)N[N+](=O)[O-],3.213
CN(N=O)C(=O)NC(N)=O,2.511
CN(N=O)C(C)(C)c1ccccc1,1.929
CN(N=O)C(N)=O,2.972
CN(N=O)C1CCCCC1,3.676
CN(N=O)C1CCS(=O)(=O)C1,2.376
CN(N=O)c1ccc(C=O)cc1,1.914
CN(N=O)c1ccc(N=Nc2ccccc2)cc1,2.302
CN(N=O)c1ccccc1,2.782
CN(N=O)c1ccccn1,3.359
CN(N=O)c1cccnc1,4.137
CN(N=O)c1ccncc1,2.8360000000000003
CN(SC(Cl)(Cl)Cl)C(=O)ON=C1SC(=C(C#N)C#N)SC1(C)C,2.904
CN(SC(Cl)(Cl)Cl)C(=O)Oc1cccc2c1OC(C)(C)C2,3.472
CN(SSC(C)(C)C)C(=O)ON=C1SC(C)(C)C(=O)N1C,3.07
CN(Sc1cc(Cl)ccc1Cl)C(=O)Oc1cccc2c1OC(C)(C)C2,4.202
CN(Sc1ccc(Cl)c(Cl)c1)C(=O)Oc1cccc2c1OC(C)(C)C2,4.202
CN(Sc1ccc([N+](=O)[O-])cc1)C(=O)Oc1cccc2c1OC(C)(C)C2,4.175
CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(Cl)cc1,2.102
CN(c1ccc(Cl)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,5.004
CN(c1ccc(Cl)cc1Cl)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,4.96
CN(c1ccc(F)cc1F)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,3.179
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,2.177
CN1C(=O)C2(Cc3cn(C45CC67SSC(CO)(C(=O)N6C4Nc4ccccc45)N(C)C7=O)c4ccccc34)SSC1(CO)C(=O)N2C,3.977
CN1C(=O)C2C3C=C(C(O)(c4ccccc4)c4ccccn4)C(C3=C(c3ccccc3)c3ccccn3)C2C1=O,4.641
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,1.7
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)c(Cl)c1,2.468
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,2.656
CN1C(=O)CN=C(c2ccccc2F)c2c1ccc(NC(=O)N1CCOCC1)c2Cl,2.537
CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,2.241
CN1C(=O)OC(C)(C)C1=O,1.825
CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,1.867
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,3.1860000000000004
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,4.812
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,3.63
CN1C(C(=O)Nc2ccccn2)=C(OC(=O)C23CC4CC(CC(C4)C2)C3)c2sc(Cl)cc2S1(=O)=O,3.728
CN1C(C(=O)Nc2nccs2)=C(O)c2ccccc2S1(=O)=O,3.395
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,2.762
CN1CC(CCN2CC=C(c3ccccc3)CC2)OC1=O,2.925
CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,2.221
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,2.989
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,2.858
CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,2.727
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,3.262
CN1CCC(n2[nH]c(-c3ccccc3)c(Cc3ccccc3)c2=O)CC1,2.11
CN1CCC2(C)c3cc(OC(=O)NCCCCCCCCCCN4CCOCC4)ccc3N(C)C12,4.085
CN1CCC2(C)c3cc(OC(=O)NCCCCCCCCN4CCSCC4)ccc3N(C)C12,4.3
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,3.234
CN1CCC23NC(=O)CC(c4cc(Cl)ccc4O2)C3C1,2.325
CN1CCC23c4c5ccc(O)c4OC2C(N=[N+]=[N-])CCC3(O)C1C5,3.238
CN1CCC23c4c5ccc(O)c4OC2C(N=[N+]=[N-])CCC3C1C5,3.702
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,2.93
CN1CCC2=C(C1)c1ccccc1Cc1ccccc12,2.674
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,3.091
CN1CCCC1=O,1.404
CN1CCCC1c1cccnc1,3.511
CN1CCCCC1CCN1c2ccccc2Sc2ccc(Br)cc21,2.651
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,2.778
CN1CCCCCC1=O,1.895
CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2.8080000000000003
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.115
CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1,2.645
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,3.337
CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,3.089
CN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,2.475
CN1CCN(CCC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,3.013
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,2.79
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,2.318
CN1CCN(N=O)CC1,3.111
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,2.478
CN1CCOC1=O,1.083
CN1CCOCC1,1.713
CN1CN(CCO)CSC1=S,2.2840000000000003
CN1CSC(=S)N(C)C1,2.705
CN1Cc2ccccc2C(=O)c2cc(CC(=O)O)ccc21,2.525
CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,2.397
CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,2.739
CN=C(NC#N)NCCSCc1nc[nH]c1C,1.703
CN=C=S,2.877
CN=CNc1ccc(Cl)cc1C,2.84
CN=NNc1ccc(C)cc1,2.593
CN=NNc1ccc([N+](=O)[O-])cc1,2.5860000000000003
CN=c1oc2ccccc2n1C,2.21
CNC,1.81
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,1.875
CNC(=O)C(Cl)=C(C)OP(=O)(OC)OC,3.892
CNC(=O)C(Cl)C(C)=O,2.33
CNC(=O)C(SP(=S)(OC)OC)C(=O)NC,3.059
CNC(=O)CCS,2.213
CNC(=O)CSP(=O)(OC)OC,3.852
CNC(=O)CSP(=O)(OC)SC,3.36
CNC(=O)CSP(C)(=S)OC,4.329
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,2.55
CNC(=O)N(C)c1nnc(C(F)(F)F)s1,2.937
CNC(=O)N(O)c1ccccc1,1.689
CNC(=O)N1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,2.171
CNC(=O)Nc1ccccc1,1.64
CNC(=O)Nc1nc2ccccc2s1,2.209
CNC(=O)Nc1nnc(C(C)(C)C)s1,2.03
CNC(=O)OC(C)(C)C1CC=C(C)CC1,2.6260000000000003
CNC(=O)OC1CC(C)CCC1C(C)C,2.931
CNC(=O)OCc1cccc(COC(=O)NC)n1,2.314
CNC(=O)ON=C(C)C(C)(C)[N+](=O)[O-],4.194
CNC(=O)ON=C(C)C(C)SC,3.095
CNC(=O)ON=C(C)SC,3.98
CNC(=O)ON=C(C)SCC(=O)N(C)C,4.377
CNC(=O)ON=C(C)SCC(=O)N1CCCC1,4.023
CNC(=O)ON=C(C)SCC(N)=O,3.559
CNC(=O)ON=C(CSC)C(C)(C)C,4.41
CNC(=O)ON=C(SC)C(=O)N(C)C,4.9430000000000005
CNC(=O)ON=C(SC)c1ccc(Cl)cc1,2.587
CNC(=O)ON=C(SCC(N)=O)C(C)(C)C,4.544
CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,4.0445
CNC(=O)ON=C1C2CCC(C2)C1(C)[N+](=O)[O-],4.002
CNC(=O)ON=C1CCCC1(C)C#N,4.035
CNC(=O)ON=C1COC(C)S1,4.2
CNC(=O)ON=C1COCCS1,3.711
CNC(=O)ON=C1COCS1,3.556
CNC(=O)ON=C1CS(=O)CCS1,4.257
CNC(=O)ON=C1CSCCS1,4.138
CNC(=O)ON=C1CSCCSC1,2.741
CNC(=O)ON=C1CSCS1,4.17
CNC(=O)ON=C1SC(C)C(=O)NC1(C)C,5.443
CNC(=O)ON=C1SCCOC1(C)C,5.561
CNC(=O)ON=C1SCCOC1C,4.532
CNC(=O)ON=C1SCCSC1(C)C,5.938
CNC(=O)ON=C1SCOC1(C)C,5.009
CNC(=O)ON=C1SCOC1C,4.2
CNC(=O)ON=C1SCOC1C(C)C,4.135
CNC(=O)ON=CC(C)(C)OC,4.065
CNC(=O)ON=CC(C)(C)S(C)(=O)=O,3.949
CNC(=O)ON=CC(C)(C)S(C)=O,4.992
CNC(=O)ON=CC(C)(C)SC,5.466
CNC(=O)ON=CC1(C)SC(C)C(C)S1,4.997
CNC(=O)ON=CC1(C)SCC(C)S1,5.37
CNC(=O)Oc1c(C(C)C)ccc(C)c1Cl,2.985
CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,2.165
CNC(=O)Oc1cc(C(C)C)cc(C(C)C)c1,3.071
CNC(=O)Oc1cc(C(C)C)ccc1C,2.919
CNC(=O)Oc1cc(C(C)C)ccc1Cl,4.035
CNC(=O)Oc1cc(C)c(C)cc1Cl,3.853
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,4.2010000000000005
CNC(=O)Oc1cc(C)c(NC(=O)O)c(C)c1,3.526
CNC(=O)Oc1cc(C)c(S(C)=O)c(C)c1,3.759
CNC(=O)Oc1cc(C)c(SC)c(C)c1,4.353
CNC(=O)Oc1cc(C)cc(C(C)C)c1,3.772
CNC(=O)Oc1cc(C)ccc1C(C)C,2.6180000000000003
CNC(=O)Oc1ccc(C)c(C)c1,2.7910000000000004
CNC(=O)Oc1ccc(C)c(C)c1C,2.784
CNC(=O)Oc1ccc(C)c(N(C)C)c1,3.656
CNC(=O)Oc1ccc(C)c2c1OC(C)(C)O2,4.421
CNC(=O)Oc1ccc(CC#N)cc1,2.571
CNC(=O)Oc1ccc(CCC#N)cc1,2.518
CNC(=O)Oc1ccc(Cl)c2c1OC(C)(C)C2,3.013
CNC(=O)Oc1ccc(NC(=O)C(F)(F)Cl)c(C)c1,3.781
CNC(=O)Oc1ccc(NC(C)=O)cc1,2.419
CNC(=O)Oc1ccc(O)c2ccccc12,2.261
CNC(=O)Oc1ccc(SC)c(C)c1,3.626
CNC(=O)Oc1cccc(C)c1,2.79
CNC(=O)Oc1cccc2c(O)cccc12,2.864
CNC(=O)Oc1cccc2c1OC(C)(C)C2=O,2.902
CNC(=O)Oc1cccc2c1OC(C)(C)O2,3.747
CNC(=O)Oc1cccc2c1OCC2,3.809
CNC(=O)Oc1cccc2c1OCCC2,4.015
CNC(=O)Oc1cccc2c1OCCO2,3.22
CNC(=O)Oc1cccc2ccc(C)nc12,3.256
CNC(=O)Oc1cccc2ccccc12,2.942
CNC(=O)Oc1cccc2ccoc12,4.281000000000001
CNC(=O)Oc1cccc2sccc12,3.471
CNC(=O)Oc1ccccc1,2.447
CNC(=O)Oc1ccccc1C(C)C,3.036
CNC(=O)Oc1ccccc1C1CCCC1,3.069
CNC(=O)Oc1ccccc1C1OC(C)C(C)O1,3.359
CNC(=O)Oc1ccccc1C1OCC(C)O1,3.334
CNC(=O)Oc1ccccc1C1OCC=CCO1,3.853
CNC(=O)Oc1ccccc1C1OCCCO1,3.2230000000000003
CNC(=O)Oc1ccccc1C1OCCS1,3.631
CNC(=O)Oc1ccccc1C1SCCS1,3.4530000000000003
CNC(=O)Oc1ccccc1CCCSC,3.037
CNC(=O)Oc1ccccc1Cl,2.457
CNC(=O)Oc1ccccc1OC(C)C,3.4760000000000004
CNC(=O)Oc1ccccc1OC(CCl)OC,3.865
CNC(=O)Sc1ccc(OS(C)(=O)=O)cc1,3.3680000000000003
CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,1.98
CNC(=O)c1cc(OC)n(-c2cccc(Cl)c2)n1,2.237
CNC(=O)c1ccc(Cl)c(S(=O)(=O)NC)c1,2.273
CNC(=O)c1sc(-c2cc(OC)c(OC)c(OC)c2)nc1C,1.7919999999999998
CNC(=S)C=Cc1ccc2c(c1)OCO2,2.983
CNC(=S)N(C)C,2.573
CNC(=S)NN,3.876
CNC(=S)NNc1cc(C(F)(F)F)cc(C(F)(F)F)c1,2.884
CNC(C)=O,1.165
CNC(C)C#N,3.244
CNC(C)C(O)c1ccccc1,2.399
CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,1.86
CNC(C)CC1CCCCC1,3.272
CNC(C)Cc1ccc(Cl)cc1,3.2230000000000003
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,2.756
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,1.81
CNC1CCCCC1,2.452
CNC=O,1.169
CNCC12CCC(c3ccccc31)c1ccccc12,2.619
CNCC1CCCCC1,1.955
CNCCC#N,1.571
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,2.574
CNCCC=C1c2ccccc2CCc2ccccc21,2.72
CNCCC=C1c2ccccc2CCc2sccc21,2.7310000000000003
CNCCCC12CCC(c3ccccc31)c1ccccc12,2.562
CNCCCN,1.967
CNCCO,1.506
CNCCc1ccccn1,1.348
CNN,3.158
CNN=Nc1ccc(Cl)cc1,2.713
CNN=Nc1ccc(I)cc1,2.719
CNN=Nc1ccccc1,2.508
CNNC,2.779
CNP(=O)(NC)Oc1ccccc1,3.155
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,2.802
CNc1c(Cl)cc(C(=O)NC2CC2)cc1Cl,2.995
CNc1ccc(N)c2c1C(=O)c1ccccc1C2=O,1.703
CNc1cccc2ccccc12,2.047
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,1.579
CNc1nc(C)nc(OC)n1,2.593
CNc1nc(Cl)c(SC)c(N2CCN(C)CC2)n1,2.556
CNc1nc(Cl)nc(NC(C)C)n1,2.43
CNc1nc(NC(C)C)nc(OC)n1,1.915
CNc1nc(NC(C)C)nc(SC)n1,2.186
CNc1nc2cc(Cl)ccc2o1,2.262
CNc1snc2ccccc12,2.613
CO,0.755
COC(=NC#N)OC,1.881
COC(=O)C(C(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12)C(=O)OC,3.3560000000000003
COC(=O)C(C)=COP(=S)(OC)OC,2.549
COC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,2.447
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,2.782
COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,2.98
COC(=O)C(C)c1ccc(-c2ccsc2)cc1,2.024
COC(=O)C(Cl)Cc1ccc(Cl)cc1,2.337
COC(=O)C(OC(C)=O)=C(OC(C)=O)C(=O)OC,1.4380000000000002
COC(=O)C(c1ccccc1)C1CCCCN1,2.803
COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,1.947
COC(=O)C12Oc3ccc(-c4ccc5c(c4O)C(=O)C4=C(O)CC(C)C(O)C4(C(=O)OC)O5)c(O)c3C(=O)C1=C(O)CC(C)C2O,4.463
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,2.393
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OC(F)F,1.764
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],2.53
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],2.425
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],2.49
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,2.1790000000000003
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,3.176
COC(=O)C1=CCC23CCC(C(C)(C=CC=C(C)C(=O)O)OC2=O)C3(OC(C)=O)CC1,3.522
COC(=O)C1=CCCN(C)C1,1.793
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,3.161
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC2CCCCO2)C1OC,3.46
COC(=O)C1CCc2cc(C3CCCCC3)ccc21,2.903
COC(=O)C=C(C)N,1.816
COC(=O)C=C(CC(=O)OC)OP(=O)(OC)OC,3.959
COC(=O)C=C(Cl)C(=O)OC,0.693
COC(=O)C=CC(=O)OC,2.01
COC(=O)C=Cc1ccccc1,1.793
COC(=O)CC(=O)OC,1.394
COC(=O)CC(C)=O,1.556
COC(=O)CC(SP(=O)(OC)OC)C(=O)OC,3.444
COC(=O)CC(SP(=S)(OC)OC)C(=O)OC,2.472
COC(=O)CCBr,2.019
COC(=O)CCC(=O)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2cc(Cl)sc21,4.811
COC(=O)CCC(Br)C(C)=O,2.57
COC(=O)CCC(Cl)C(C)=O,1.94
COC(=O)CNCP(=O)(O)Oc1ccccc1,1.801
COC(=O)CS,3.102
COC(=O)C[N+](=O)[O-],1.499
COC(=O)Cc1cccc2ccccc12,2.023
COC(=O)Cc1ccccc1,1.77
COC(=O)Cl,3.197
COC(=O)N(C)C(=O)CSP(C)(=S)OC,3.678
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,1.712
COC(=O)NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-],2.489
COC(=O)NS(=O)(=O)c1ccc(N)cc1,2.061
COC(=O)Nc1ccc(Cl)c(Cl)c1,2.625
COC(=O)Nc1ccc(S(=O)(=O)NN)cc1,2.846
COC(=O)Nc1nc2cc(Oc3ccc4[nH]c(NC(=O)OC)nc4c3)ccc2[nH]1,3.297
COC(=O)Nc1nc2ccccc2[nH]1,1.475
COC(=O)Nc1nc2ccccc2n1C(=O)NCCCCCC#N,2.12
COC(=O)OC,0.841
COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)OC)c1CC(C)C,2.415
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,2.044
COC(=O)c1c(Cl)c(Cl)c(C(=O)SC)c(Cl)c1Cl,2.023
COC(=O)c1cc(C(=O)OC)cc([N+](=O)[O-])c1,1.379
COC(=O)c1cc([N+](=O)[O-])ccc1Cl,1.604
COC(=O)c1ccc(C)cc1,1.658
COC(=O)c1ccc(N=NN(C)C)cc1,3.6
COC(=O)c1ccc(NC(C)=O)o1,2.184
COC(=O)c1cccc(C)c1O,1.636
COC(=O)c1cccc(N=NN(C)C)c1,3.5380000000000003
COC(=O)c1ccccc1,2.063
COC(=O)c1ccccc1C(=O)OC,1.456
COC(=O)c1ccccc1N=NN(C)C,4.203
COC(=O)c1ccccc1OC,1.641
COC(=S)SSC(=S)OC,2.951
COC(C)(C)C,1.3430000000000002
COC(C)(C)CCCC(C)C(C)O,1.6230000000000002
COC(C)=NC#N,2.356
COC(C)C=O,1.972
COC(C)CC(=O)O,1.591
COC(C)CC(CC(OC)OC)OC,1.703
COC(C)CC(OC)OC,2.001
COC(C)COC(C)COC(C)CO,1.796
COC(C)N(C)N=O,2.692
COC(C)OC,1.142
COC(C=Cc1ccccc1)OC,1.683
COC(CN1CCN(CCC(O)c2ccccc2)CC1)c1ccccc1,2.7430000000000003
COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,4.071000000000001
COC(Cc1ccccc1)OC,1.6769999999999998
COC(F)(F)C(F)Cl,1.462
