SMILES,LD50,Name,BertzCT,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HeavyAtomCount,HeavyAtomMolWt,Kappa3,MaxPartialCharge,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolWt,NumHAcceptors,NumHDonors,NumHeteroatoms,RingCount,SMR_VSA10,SlogP_VSA12,SlogP_VSA5,VSA_EState4,VSA_EState9,qed,n_measurements,MW
COC(=O)Cl,3.197,methyl carbonochloridate,42.91260938,0.750367528,0.160485008,0.314788358,0.0,0.0,5,91.473,3.76,0.402980886,0.402980886,-0.773148148,-0.45701007,0.9916,94.497,2,0,3,0,17.029427,11.60093989,0.0,-0.773148148,1.217592593,0.418651996,1,94.49700000000001
COC(=O)N(C)C(=O)CSP(C)(=S)OC,3.678,methyl n-[2-[methoxy(methyl)phosphinothioyl]sulfanylacetyl]-n-methylcarbamate,296.7147722,10.75357733,1.576762263,6.722581477,0.56075155,3.030172807,15,257.188,5.51042524,0.41548848,0.41548848,-1.955308288,-0.452432525,1.5301,271.3,6,0,8,0,40.65560349,16.8483276,0.0,-1.955308288,4.09878009,0.72275042,1,271.3
COC(=O)N(CCCl)N=O,3.921,methyl n-(2-chloroethyl)-n-nitrosocarbamate,129.6711113,1.741770069,0.78024821,0.94927906,0.350873967,0.510982287,10,159.508,2.632006944,0.432256928,0.432256928,-0.795694444,-0.451408255,0.975,166.564,4,0,6,0,17.69417996,11.60093989,0.0,0.0,1.161453137,0.356740626,1,166.564
COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-],2.489,"methyl n-[(z)-(1,4-dioxidoquinoxaline-1,4-diium-2-yl)methylideneamino]carbamate",656.4303985,3.524436626,2.360051182,2.360051182,1.485991451,1.485991451,19,252.145,2.514834872,0.426952599,0.426952599,-0.773622082,-0.617924436,-0.2035,262.225,5,1,8,2,23.34124209,0.0,5.693927995,2.464948114,1.180809923,0.34983964,1,262.225
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,1.712,methyl n-[[2-(methoxycarbonylcarbamothioylamino)phenyl]carbamothioyl]carbamate,543.2439176,4.503491901,2.225442104,2.633690395,1.29570456,1.682284429,22,328.29,5.891049364,0.412626548,0.412626548,-0.68905643,-0.452587013,1.7922,342.402,6,4,10,1,58.22187335,24.43574689,0.0,1.079479403,2.453107347,0.603731658,1,342.4020000000001
COC(=O)NS(=O)(=O)c1ccc(N)cc1,2.061,methyl n-(4-aminophenyl)sulfonylcarbamate,452.0349428,4.348518319,1.593494028,2.921657401,0.8572804,1.77226871,15,220.165,2.844934725,0.420384002,0.420384002,-3.868472222,-0.45217231,0.3135,230.245,5,2,7,1,21.8039175,0.0,0.0,5.827570416,-2.791255144,0.712425598,1,230.245
COC(=O)Nc1ccc(Cl)c(Cl)c1,2.625,"methyl n-(3,4-dichlorophenyl)carbamate",327.9201073,3.059869841,1.351396107,2.090425386,0.742767442,1.040858623,13,212.999,2.788983146,0.41083498,0.41083498,-0.543158226,-0.452633638,3.1717,220.055,2,1,5,1,34.98250613,23.20187978,0.0,0.542824074,1.284582214,0.788647427,1,220.05499999999998
COC(=O)Nc1ccc(S(=O)(=O)NN)cc1,2.846,methyl n-[4-(hydrazinesulfonyl)phenyl]carbamate,468.5617196,4.476227293,1.751563152,2.954632339,0.95434529,1.584815803,16,234.172,2.923004316,0.41083417,0.41083417,-3.66516209,-0.452633642,0.0169,245.26,5,3,8,1,21.8039175,0.0,0.0,0.419279101,-2.436487826,0.513153702,1,245.26
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,1.876,[3-(methoxycarbonylamino)phenyl] n-(3-methylphenyl)carbamate,685.3509531,4.528412621,2.740852626,2.740852626,1.779447618,1.779447618,22,284.186,4.517814646,0.416588501,0.416588501,-0.610353652,-0.45263363,3.78422,300.314,4,2,6,2,23.56125269,0.0,5.563451492,2.142241934,1.268828025,0.903915481,1,300.314
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,2.617,methyl n-(6-benzoyl-1h-benzimidazol-2-yl)carbamate,840.2231333,4.629069617,3.187083485,3.187083485,2.110150234,2.110150234,22,282.194,2.665641781,0.413189963,0.413189963,-0.611443021,-0.452571857,2.9722,295.298,4,2,6,3,28.85822573,0.0,15.92144017,2.462325856,1.272440212,0.727490435,1,295.298
COC(=O)Nc1nc2cc(Oc3ccc4[nH]c(NC(=O)OC)nc4c3)ccc2[nH]1,3.297,methyl n-[6-[[2-(methoxycarbonylamino)-3h-benzimidazol-5-yl]oxy]-1h-benzimidazol-2-yl]carbamate,1120.128568,5.86395646,3.956465964,3.956465964,2.648112382,2.648112382,29,380.235,3.877593856,0.413189963,0.413189963,-0.616765718,-0.457214088,3.5881,396.363,7,4,11,4,46.14996157,0.0,0.0,2.674717911,2.544796055,0.412586509,1,396.36300000000017
COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,2.088,methyl n-[6-(4-fluorobenzoyl)-1h-benzimidazol-2-yl]carbamate,887.2267815,4.769937238,3.256337415,3.256337415,2.125695526,2.125695526,23,301.192,3.029302405,0.413189963,0.413189963,-0.646603552,-0.452571857,3.1113,313.288,4,2,7,3,28.85822573,0.0,15.92144017,1.992569148,1.247474226,0.727681933,1,313.288
COC(=O)Nc1nc2ccccc2[nH]1,1.475,methyl n-(1h-benzimidazol-2-yl)carbamate,430.7799357,2.719140879,1.795234821,1.795234821,1.1597056,1.1597056,14,182.118,1.516811422,0.413189963,0.413189963,-0.537910998,-0.452571857,1.7412,191.19,3,2,5,2,23.07498079,0.0,0.0,1.678524187,1.303559146,0.720984649,1,191.19000000000003
COC(=O)Nc1nc2ccccc2n1C(=O)NCCCCCC#N,2.12,methyl n-[1-(5-cyanopentylcarbamoyl)benzimidazol-2-yl]carbamate,762.6489221,5.076819666,3.404725092,3.404725092,2.237944704,2.237944704,24,310.208,4.225328562,0.41320683,0.41320683,-0.698278139,-0.452571671,2.85628,329.36,6,2,8,2,29.1060953,0.0,25.68328649,1.179589633,1.239720331,0.791999629,1,329.3600000000002
COC(=O)OC,0.841,dimethyl carbonate,44.0,0.65824829,0.333333333,0.333333333,0.083333333,0.083333333,6,84.03,1.575810398,0.507197794,0.437621323,-0.657407407,-0.437621323,0.3992,90.078,3,0,3,0,6.15536563,0.0,0.0,0.0,2.511574074,0.403686926,1,90.078
COC(=O)OC(=O)OC,2.712,methoxycarbonyl methyl carbonate,104.1264024,1.010310363,0.5,0.5,0.151374715,0.151374715,9,128.039,3.33347181,0.51779437,0.437182686,-1.08162037,-0.437182686,0.5358,134.087,5,0,5,0,12.31073126,0.0,0.0,0.0,2.17712963,0.357000166,1,134.087
COC(=O)[C@H]1C2C=CC(C2)[C@H]1C(=O)OC,2.323,"dimethyl (2r,3s)-bicyclo[2.2.1]hept-5-ene-2,3-dicarboxylate",290.5496111,4.046197985,3.405964529,3.405964529,2.737065031,2.737065031,15,196.117,1.441091024,0.309657834,0.309657834,-0.349583333,-0.468756456,0.7707,210.229,4,0,4,2,11.93861058,0.0,6.420821623,0.0,2.707101285,0.498739831,1,210.22899999999996
COC(=O)[C@H]1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,2.803,none,1606.45104,12.10142153,9.967937633,9.967937633,7.907864968,7.907864968,46,592.39,5.66321646,0.330633814,0.330633814,-0.644619733,-0.496686979,4.5707,634.726,10,1,11,6,28.91755561,0.0,35.70431505,4.263605695,9.235278344,0.265026393,1,634.7260000000003
COC(=O)[C@H]1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,3.161,"methyl (17r,18r,19s)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate",1526.481783,11.69185188,9.76032879,9.76032879,7.761993057,7.761993057,44,568.368,5.012352023,0.338274343,0.338274343,-0.670115147,-0.496686979,4.1711,608.688,10,1,11,6,22.84153551,0.0,40.49885224,3.827352804,9.100800876,0.373566692,1,608.6880000000004
COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)OC)c1CC(C)C,2.415,"dimethyl 2-(difluoromethyl)-4-(2-methylpropyl)-6-(trifluoromethyl)pyridine-3,5-dicarboxylate",670.866054,5.45379381,3.195372882,3.195372882,2.281940174,2.281940174,25,353.158,4.42788445,0.433733437,0.433733437,-5.200850931,-0.465359064,3.8097,369.286,5,0,10,1,11.93861058,0.0,57.94020398,-5.639022109,1.714983584,0.58334905,1,369.2860000000001
COC(=O)c1c(Cl)c(Cl)c(C(=O)N(C)OC)c(Cl)c1Cl,2.489,"methyl 2,3,5,6-tetrachloro-4-[methoxy(methyl)carbamoyl]benzoate",547.0269315,4.994563289,2.42662342,4.131945411,1.341088038,2.509719484,20,351.936,2.968312227,0.340517995,0.340517995,-0.8167638,-0.465339195,3.7202,361.008,4,0,9,1,58.28024458,46.40375956,20.71597735,-0.372417013,3.783061907,0.467958113,1,361.00800000000004
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,2.044,"dimethyl 2,3,5,6-tetrachlorobenzene-1,4-dicarboxylate",451.094344,4.500950086,2.042414383,3.747736374,1.194239281,2.355506976,18,325.918,2.518276492,0.340518014,0.340518014,-0.814614985,-0.465339195,3.8734,331.966,4,0,8,1,58.34237014,46.40375956,20.71597735,-0.41021038,2.287735891,0.609365141,1,331.966
COC(=O)c1c(Cl)c(Cl)c(C(=O)SC)c(Cl)c1Cl,2.023,"methyl 2,3,5,6-tetrachloro-4-methylsulfanylcarbonylbenzoate",454.3394565,5.279989188,2.042414383,4.322651331,1.194239281,2.893148219,18,341.986,2.727320083,0.340517983,0.340517983,-0.780601379,-0.465339195,4.59,348.034,4,0,8,1,69.25022673,58.16564451,20.71597735,-0.178728899,1.164444077,0.579285586,1,348.0340000000001
COC(=O)c1cc(C(=O)OC)cc([N+](=O)[O-])c1,1.379,"dimethyl 5-nitrobenzene-1,3-dicarboxylate",447.4345088,3.008834894,1.970788423,1.970788423,1.187987724,1.187987724,17,230.111,2.77366278,0.337627041,0.337627041,-0.764950869,-0.465414194,1.168,239.183,6,0,7,1,17.62599685,0.0,20.71597735,-0.543981481,2.27575822,0.445909083,1,239.183
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],1.728,"methyl 5-(2,4-dichlorophenoxy)-2-nitrobenzoate",748.0082101,4.94808862,2.691758828,3.222225496,1.696248192,2.143317958,22,333.062,3.468871653,0.344530995,0.344530995,-0.833932351,-0.465231512,4.4805,342.134,5,0,8,2,34.85857134,23.20187978,10.35798868,-0.586584222,1.134575861,0.464943161,1,342.1340000000001
COC(=O)c1cc([N+](=O)[O-])ccc1Cl,1.604,methyl 2-chloro-5-nitrobenzoate,390.9277111,2.820040758,1.566071281,1.895659502,0.893208957,1.087909183,14,209.544,1.997963861,0.339130119,0.339130119,-0.695648148,-0.465376031,2.0348,215.592,4,0,6,1,23.25763145,11.60093989,10.35798868,-0.210030864,1.178070988,0.430034454,1,215.592
COC(=O)c1ccc(/N=N/N(C)C)cc1,3.6,methyl 4-(dimethylaminodiazenyl)benzoate,357.4351797,3.075111963,1.627479229,1.627479229,0.923113191,0.923113191,15,194.129,3.377511034,0.33734407,0.33734407,-0.355464485,-0.465417509,2.0335,207.233,4,0,5,1,11.65669156,0.0,10.35798868,1.192274187,4.917293976,0.432647227,1,207.233
COC(=O)c1ccc(C)cc1,1.658,methyl 4-methylbenzoate,248.7701726,2.357607028,1.472664512,1.472664512,0.807495095,0.807495095,11,140.097,1.802305551,0.337341764,0.337341764,-0.287037037,,1.78162,150.177,2,0,2,1,5.969305288,0.0,15.92144017,1.73217876,1.377173091,0.570236758,1,150.177
COC(=O)c1ccc(NC(C)=O)o1,2.184,methyl 5-acetamidofuran-2-carboxylate,328.6399468,2.336664788,1.291806692,1.291806692,0.788856272,0.788856272,13,174.091,2.328778788,0.373545837,0.373545837,-0.572590703,-0.463154769,1.0246,183.163,4,1,5,1,17.76066722,0.0,17.4785218,0.0,1.252905486,0.69487756,1,183.16299999999998
COC(=O)c1ccc2nc(C(F)(F)F)[nH]c2c1,4.039,methyl 2-(trifluoromethyl)-3h-benzimidazole-5-carboxylate,574.4249649,3.306679137,2.171486653,2.171486653,1.388697515,1.388697515,17,237.116,2.079642631,0.449066235,0.449066235,-4.537253401,-0.465416584,2.3683,244.172,3,1,7,2,17.00270672,0.0,16.18239317,0.446831066,1.195070862,0.783273454,1,244.17199999999997
COC(=O)c1cccc(/N=N/N(C)C)c1,3.538,methyl 3-(dimethylaminodiazenyl)benzoate,374.6851797,3.078566286,1.606328803,1.606328803,0.95401762,0.95401762,15,194.129,3.377511034,0.337422456,0.337422456,-0.377867536,-0.465416585,2.0335,207.233,4,0,5,1,11.65669156,0.0,10.35798868,1.082690854,4.886569192,0.432647227,1,207.23299999999998
COC(=O)c1cccc(C)c1O,1.636,methyl 2-hydroxy-3-methylbenzoate,304.6419995,2.462659681,1.643067476,1.643067476,0.933636475,0.933636475,12,156.096,1.393148794,0.341142997,0.341142997,-0.517407407,-0.506772401,1.48722,166.176,3,1,3,1,5.969305288,0.0,15.92144017,0.870740741,1.281851852,0.642678441,1,166.176
COC(=O)c1ccccc1,2.063,methyl benzoate,215.9590175,1.857607028,1.194886735,1.194886735,0.692086746,0.692086746,10,128.086,1.345015863,0.337341427,0.337341427,-0.291111111,-0.465417523,1.4732,136.15,2,0,2,1,5.969305288,0.0,10.35798868,0.587962963,1.37037037,0.546322426,1,136.14999999999998
COC(=O)c1ccccc1/N=C/C(C)Cc1ccc(C(C)(C)C)cc1,2.051,methyl 2-[[3-(4-tert-butylphenyl)-2-methylpropylidene]amino]benzoate,739.367691,7.41523278,4.155099035,4.155099035,2.641643496,2.641643496,25,310.247,5.281110268,0.339555591,0.339555591,-0.362803603,-0.465360673,5.3518,337.463,3,0,3,2,17.87129214,0.0,49.17984046,3.924507973,1.381647683,0.544584496,1,337.4630000000001
COC(=O)c1ccccc1/N=N/N(C)C,4.203,methyl 2-(dimethylaminodiazenyl)benzoate,374.6851797,3.045386997,1.640700772,1.640700772,0.981032567,0.981032567,15,194.129,3.049641296,0.33962746,0.33962746,-0.413605442,-0.465359847,2.0335,207.233,4,0,5,1,11.65669156,0.0,10.35798868,0.906157407,4.843961168,0.432647227,1,207.23299999999998
COC(=O)c1ccccc1C(=O)OC,1.456,"dimethyl benzene-1,2-dicarboxylate",321.8945604,2.52874703,1.737682652,1.737682652,1.059028748,1.059028748,14,184.106,1.903940309,0.338230175,0.338230175,-0.55,-0.46539862,1.2598,194.186,4,0,4,1,11.93861058,0.0,20.71597735,0.420092593,2.520619803,0.664865161,1,194.18599999999995
COC(=O)c1ccccc1N,1.716,methyl 2-aminobenzoate,270.5494976,2.078832072,1.366099088,1.366099088,0.792857581,0.792857581,11,142.093,1.490370509,0.339452736,0.339452736,-0.399907407,-0.465361879,1.0554,151.165,3,1,3,1,11.65669156,0.0,10.35798868,6.352083333,1.328148148,0.481886266,1,151.16499999999996
COC(=O)c1ccccc1O,2.234,methyl 2-hydroxybenzoate,267.7946101,2.008730682,1.309358948,1.309358948,0.756208433,0.756208433,11,144.085,1.490370509,0.341132119,0.341132119,-0.524907407,-0.507052801,1.1788,152.149,3,1,3,1,5.969305288,0.0,10.35798868,0.189814815,1.272592593,0.614388449,1,152.14899999999997
COC(=O)c1ccccc1OC,1.641,methyl 2-methoxybenzoate,280.8570663,2.191865187,1.512283113,1.512283113,0.923232989,0.923232989,12,156.096,1.557011093,0.341140337,0.341140337,-0.381990741,-0.495855511,1.4818,166.176,3,0,3,1,5.969305288,0.0,10.35798868,0.446759259,2.857685185,0.624096924,1,166.17599999999996
COC(=O)c1ccco1,2.624,methyl furan-2-carboxylate,188.0777066,1.468883044,0.907755378,0.907755378,0.4952979,0.4952979,9,120.063,1.103100951,0.373432191,0.373432191,-0.444444444,-0.463156101,1.0662,126.111,3,0,3,1,5.969305288,0.0,10.5547846,0.0,1.31037037,0.528065214,1,126.11099999999998
COC(=S)SSC(=S)OC,2.951,o-methyl (methoxycarbothioyldisulfanyl)methanethioate,119.2192809,4.40824829,0.511082763,3.824489743,0.136082763,1.837117307,10,208.31,5.27937332,0.230532031,0.230532031,0.448518519,-0.481324339,2.2304,214.358,6,0,6,0,54.78886213,46.02354284,0.0,0.0,5.576766818,0.451305464,1,214.358
COC(=S)SSC(Cl)(Cl)Cl,2.223,o-methyl (trichloromethyldisulfanyl)methanethioate,122.6515613,6.965790798,0.370865833,4.651005064,0.115286941,2.19418875,10,254.592,7.565708245,0.247210653,0.247210653,-1.340023148,-0.481331893,3.6268,257.616,4,0,7,0,72.99114871,68.60848907,0.0,0.0,3.592970522,0.402765674,1,257.616
COC(C)(C)C,1.343,2-methoxy-2-methylpropane,33.69332843,2.316496581,0.612372436,0.612372436,0.0,0.0,6,76.054,3.96,0.059425208,0.059425208,0.041666667,-0.379103597,1.4313,88.15,1,0,1,0,0.0,0.0,20.7712116,0.041666667,1.708333333,0.43498738,1,88.14999999999999
COC(C)(C)CCCC(C)C(C)O,1.623,"7-methoxy-3,7-dimethyloctan-2-ol",130.0519685,4.573932615,2.81440662,2.81440662,1.193023861,1.193023861,13,164.119,6.053703263,0.062230873,0.062230873,-0.189206349,-0.393141264,2.5986,188.311,2,1,2,0,0.0,0.0,46.95741367,-0.015462491,1.748111615,0.693975476,1,188.311
COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)OC(C)C,1.094,"propan-2-yl (2e,4e)-11-methoxy-3,7,11-trimethyldodeca-2,4-dienoate",378.1415344,6.973284229,3.644920778,3.644920778,2.082734398,2.082734398,22,276.206,11.55666494,0.330764713,0.330764713,-0.271300471,-0.459802132,5.062,310.478,3,0,3,0,5.969305288,0.0,67.22570969,0.90688152,1.76941707,0.321192631,1,310.47800000000007
COC(C)C=O,1.972,2-methoxypropanal,42.81274391,1.076903381,0.563423343,0.563423343,0.055555556,0.055555556,6,80.042,1.905482094,0.147949337,0.147949337,-0.24537037,-0.374284828,0.2202,88.106,2,0,2,0,6.286160523,0.0,6.9237372,0.0,1.499074074,0.451209744,1,88.106
COC(C)CC(=O)O,1.591,3-methoxybutanoic acid,79.74296763,1.644182166,0.864446832,0.864446832,0.32924225,0.32924225,8,108.052,3.614162063,0.305469186,0.305469186,-0.820046296,-0.48115946,0.496,118.132,2,1,3,0,5.969305288,0.0,13.34455882,0.0,1.493657407,0.586431986,1,118.13199999999999
COC(C)CC(CC(OC)OC)OC,1.703,"1,1,3,5-tetramethoxyhexane",125.2904058,3.276397626,2.311646502,2.311646502,1.258442301,1.258442301,14,184.106,5.544979084,0.158789244,0.158789244,-0.204623961,-0.381645861,1.4354,206.282,4,0,4,0,0.0,0.0,19.76538045,0.0,6.637112623,0.563010717,1,206.28199999999998
COC(C)CC(OC)OC,2.001,"1,1,3-trimethoxybutane",71.25147089,2.182984637,1.452529745,1.452529745,0.655917689,0.655917689,10,132.074,3.82110705,0.158776671,0.158776671,-0.143564815,-0.381547836,1.0303,148.202,3,0,3,0,0.0,0.0,13.34455882,0.0,4.916805556,0.544902093,1,148.202
COC(C)CC=O,2.319,3-methoxybutanal,52.04184398,1.448688405,0.830521277,0.830521277,0.2317338,0.2317338,7,92.053,3.460665815,0.122065131,0.122065131,0.081018519,-0.381300927,0.6103,102.133,2,0,2,0,6.286160523,0.0,13.34455882,0.0,1.591435185,0.487879732,1,102.133
COC(C)CCOC(C)=O,1.541,3-methoxybutyl acetate,101.0243417,2.175037949,1.232071527,1.232071527,0.486469087,0.486469087,10,132.074,5.564589502,0.302124481,0.302124481,-0.233052721,-0.465773516,0.9745,146.186,3,0,3,0,5.969305288,0.0,20.26829602,0.0,1.637335128,0.554345963,1,146.18599999999998
COC(C)N(C)N=O,2.692,n-(1-methoxyethyl)-n-methylnitrous amide,76.4385619,1.490331268,0.996120277,0.996120277,0.218935168,0.218935168,8,108.056,1.880971172,0.144917189,0.144917189,-0.229166667,-0.360323806,0.592,118.136,3,0,4,0,0.0,0.0,6.9237372,0.0,3.076898148,0.309220688,1,118.13600000000001
COC(C)OC,1.142,"1,1-dimethoxyethane",24.72905595,1.039034086,0.663854611,0.663854611,0.096225045,0.096225045,6,80.042,2.175102041,0.153531756,0.153531756,-0.064814815,-0.356225207,0.6252,90.122,2,0,2,0,0.0,0.0,6.9237372,0.0,3.210648148,0.462748484,1,90.122
COC(C1=NCCCN1)c1cccc2ccccc12,2.767,"2-[methoxy(naphthalen-1-yl)methyl]-1,4,5,6-tetrahydropyrimidine",601.2253519,4.731408939,3.513038609,3.513038609,2.591519299,2.591519299,19,236.189,2.335978238,0.139528397,0.139528397,-0.105185185,-0.371279518,2.9191,254.333,3,1,3,3,16.60806821,0.0,18.0882395,1.174768519,1.741315193,0.91334886,1,254.33300000000006
COC(CC(C)=O)OC,1.329,"4,4-dimethoxybutan-2-one",86.30376252,1.807102147,0.979907568,0.979907568,0.49759976,0.49759976,9,120.063,4.117009223,0.163165038,0.163165038,-0.372685185,-0.355449108,0.5844,132.159,3,0,3,0,5.783244946,0.0,13.34455882,0.0,3.022037037,0.524858774,1,132.159
COC(CN1CCN(CCC(O)c2ccccc2)CC1)c1ccccc1,2.743,3-[4-(2-methoxy-2-phenylethyl)piperazin-1-yl]-1-phenylpropan-1-ol,627.1052116,6.992433279,5.247918132,5.247918132,3.560412208,3.560412208,26,324.254,5.386218033,0.094747755,0.094747755,-0.370201826,-0.388370215,3.1154,354.494,4,1,4,3,0.0,0.0,29.75565738,2.25032078,1.790562867,0.790132362,1,354.49400000000014
COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,4.071,"[2-[2,5-bis(aziridin-1-yl)-4-methyl-3,6-dioxocyclohexa-1,4-dien-1-yl]-2-methoxyethyl] carbamate",643.4977893,5.722617369,4.136039104,4.136039104,2.780542805,2.780542805,23,302.181,2.812863632,0.404093903,0.404093903,-0.950553666,-0.446566218,-0.5922,321.333,7,1,8,3,17.65972996,0.0,6.9237372,6.490857689,1.404650888,0.515039101,1,321.3330000000001
COC(Cc1ccccc1)OC,1.675,"2,2-dimethoxyethylbenzene",204.3383811,2.590685604,1.770977012,1.770977012,1.069435136,1.069435136,12,152.108,2.642063523,0.160311103,0.160311103,-0.132037037,-0.35556749,1.848,166.22,2,0,2,1,0.0,0.0,5.563451492,1.227962963,3.299814815,0.635379655,1,166.21999999999997
COC(F)(F)C(Cl)Cl,1.661,"2,2-dichloro-1,1-difluoro-1-methoxyethane",75.6836744,2.162886247,0.526198781,1.034287381,0.089087081,0.267261242,8,160.934,2.112086917,0.385093985,0.321703813,-3.427469136,-0.321703813,2.0293,164.966,1,0,5,0,23.20187978,23.20187978,0.0,0.0,0.831111111,0.568393128,1,164.966
COC(F)(F)C(F)Cl,1.462,"2-chloro-1,1,2-trifluoro-1-methoxyethane",74.92878689,1.449796697,0.526198781,0.780243081,0.089087081,0.178174161,8,144.479,1.877418749,0.400189412,0.320539208,-3.859567901,-0.320539208,1.76,148.511,1,0,5,0,11.60093989,11.60093989,0.0,-2.770833333,0.675555556,0.542508718,1,148.51100000000002
COC(F)=C(C(F)(F)F)C(F)(F)F,2.297,"1,3,3,3-tetrafluoro-1-methoxy-2-(trifluoromethyl)prop-1-ene",193.9032414,1.848347149,0.942713648,0.942713648,0.485646728,0.485646728,13,209.04,3.11322615,0.426881078,0.426881078,-5.821087963,-0.473677549,2.9385,212.064,1,0,8,0,0.0,0.0,0.0,-3.275462963,0.36787037,0.479203174,1,212.06399999999996
COC(N)=O,1.478,methyl carbamate,42.91260938,0.523159739,0.201184464,0.201184464,0.0,0.0,5,70.027,3.27,0.403708139,0.403708139,-0.74537037,-0.453034131,-0.2885,75.067,2,1,3,0,6.093240071,0.0,0.0,4.430555556,1.224537037,0.429861821,1,75.067
COC(OC)C(C)c1ccccc1,1.989,"1,1-dimethoxypropan-2-ylbenzene",229.1054117,3.03915383,2.198219822,2.198219822,1.418208295,1.418208295,13,164.119,2.540350931,0.16282406,0.16282406,-0.164444444,-0.355277298,2.409,180.247,2,0,2,1,0.0,0.0,18.40509474,1.232592593,3.320648148,0.662337716,1,180.247
COC(OC)c1ccccc1,2.096,dimethoxymethylbenzene,191.9775235,2.214015429,1.499890369,1.499890369,0.978564331,0.978564331,11,140.097,2.032782293,0.182626039,0.182626039,-0.23962963,-0.351695112,1.978,152.193,2,0,2,1,0.0,0.0,11.85347822,1.039351852,3.252314815,0.616400828,1,152.19299999999998
COC(OC)c1ccccc1[N+](=O)[O-],1.761,1-(dimethoxymethyl)-2-nitrobenzene,322.3429223,2.619257336,1.815537215,1.815537215,1.203269912,1.203269912,14,186.102,2.067502114,0.277192019,0.277192019,-0.697592593,-0.351424798,1.8862,197.19,4,0,5,1,5.687386275,0.0,11.85347822,0.420092593,2.870818216,0.41975439,1,197.18999999999997
COC1(C)CC(c2ccccc2)c2c(c3ccccc3oc2=O)O1,1.906,"2-methoxy-2-methyl-4-phenyl-3,4-dihydropyrano[3,2-c]chromen-5-one",944.7601187,6.235868221,4.673952308,4.673952308,3.37159849,3.37159849,24,304.216,2.306152148,0.34336731,0.34336731,-0.801515023,-0.461285385,4.07,322.36,4,0,4,4,10.96924436,0.0,30.38936785,1.783751837,1.625654053,0.667370464,1,322.3600000000001
COC1/C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(c5nc6ccccc6nc5c4c3C2=O)NC(=O)/C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.593,none,,15.26487038,11.3161658,11.3161658,7.818906586,7.818906586,57,734.483,7.284077201,0.312108054,,-1.97701049,-0.506736739,6.14492,783.875,13,5,14,6,56.18636754,0.0,64.38760057,1.233751998,1.453266638,0.067082565,1,783.8750000000003
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C,3.71,"(11-amino-7-methoxy-5,12-dimethyl-10,13-dioxo-2,5-diazatetracyclo[7.4.0.02,7.04,6]trideca-1(9),11-dien-8-yl)methyl carbamate",787.39458,6.886069381,5.992859485,5.992859485,4.733544357,4.733544357,25,328.199,1.715010118,0.404010763,0.404010763,-0.948657407,-0.44885887,-1.309,348.359,8,2,9,4,17.65972996,0.0,6.9237372,10.77681409,3.494157691,0.475257113,1,348.3590000000001
COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,2.609,"(10a-methoxy-4,7-dimethyl-6a,8,9,10-tetrahydro-6h-indolo[4,3-fg]quinolin-9-yl)methyl 5-bromopyridine-3-carboxylate",1160.177076,9.69417303,6.925622746,7.3592929,5.626529785,5.991368807,31,458.186,3.301620449,0.33924946,0.33924946,-0.421360885,-0.461706117,3.9109,484.394,6,0,7,5,32.80217412,15.9299439,27.90571328,3.896268342,6.070144343,0.526091989,1,484.39400000000023
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,1.529,"2-(10-hydroxydecyl)-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione",501.8865367,6.130332184,4.429171406,4.429171406,2.96697213,2.96697213,24,308.204,5.478140051,0.227501318,0.227501318,-0.256635803,-0.489499143,3.4623,338.444,5,1,5,1,11.56648989,0.0,64.71113181,1.029860446,2.756909059,0.43564576,1,338.444
