SMILES,pLD50,source
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)C=Cc2ccc(O)c(OC)c2)C1OC,1.59525586,TOXRIC
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,3.1611454495263684,"TDC,TOXRIC,USA data.gov"
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC)C1OC,3.371908829,TOXRIC
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC)C1OC.Cl,3.407372225138174,USA data.gov
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC2CCCCO2)C1OC,3.4598617956232074,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)C1CC2(C(=O)OC)C=CC1C2,2.322692624,TOXRIC
COC(=O)C1CCC(C(=O)OC)CC1,1.8525225068388171,USA data.gov
COC(=O)C1CCC(C)(C(=O)O)C1(C)C,1.795649007,TOXRIC
COC(=O)C1CCCC2(C)c3cc(S(=O)(=O)O)c(C(C)C)cc3CCC12,2.279331514,TOXRIC
COC(=O)C1CCCCC1,1.5639749225,"Hillary,TOXRIC"
COC(=O)C1CCc2cc(C3CCCCC3)ccc21,2.903,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)C=C(C)N,1.81568338120143,"TDC,TOXRIC,USA data.gov"
COC(=O)C=C(C)OP(=O)(OC)OC,4.87341555098031,"TOXRIC,USA data.gov"
COC(=O)C=C(CC(=O)OC)OP(=O)(OC)OC,3.959172230572123,"TDC,TOXRIC,USA data.gov"
COC(=O)C=C(Cl)C(=O)OC,0.693,TDC
COC(=O)C=CC(=O)OC,1.909008768,"TDC,TOXRIC,USA data.gov"
COC(=O)C=Cc1ccccc1,1.7931891055,"TDC,TOXRIC"
COC(=O)CC(=O)CC(=O)OC,1.562410087316451,USA data.gov
COC(=O)CC(=O)OC,1.3940717232881554,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)CC(C)=O,1.556,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)CC(N)=S,2.647291667,TOXRIC
COC(=O)CC(SP(=O)(OC)OC)C(=O)OC,3.4439480665,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)CC(SP(=S)(OC)OC)C(=O)OC,2.471926171,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)CC1C2(C)C3=C(C)C(c4ccoc4)CC3OC2C2OC(=O)C3(C)C=CC(=O)C1(C)C23,2.890728326,TOXRIC
COC(=O)CC1CCCCC1,1.795810524667408,USA data.gov
COC(=O)CCBr,2.0188008450000003,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)CCC(=O)OC,1.465805042,TOXRIC
COC(=O)CCC(=O)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2cc(Cl)sc21,4.811,"Hillary,TDC,TOXRIC"
COC(=O)CCC(Br)C(C)=O,2.5701410645,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)CCC(Cl)C(C)=O,1.9401879847601067,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)CCC=C=CCC1C(=O)CC(O)C1C=CC(O)COc1ccccc1,5.39845109,TOXRIC
COC(=O)CCCCCCCCCC[Si](C)(C)Cl,1.466753473,TOXRIC
COC(=O)CCC[N+](C)(C)C,2.525334909,TOXRIC
COC(=O)CCC[N+](C)(C)C.[Cl-],2.6121407366300318,USA data.gov
COC(=O)CCS,2.792901550067198,USA data.gov
COC(=O)CF,4.420045381772423,"Hillary,TOXRIC,USA data.gov"
COC(=O)CNCP(=O)(O)Oc1ccccc1,1.8009238947141113,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)COc1ccc2ccccc2c1,1.888,Hillary
COC(=O)COc1cccc2ccccc12,1.887769967854962,"TOXRIC,USA data.gov"
COC(=O)CS,3.102,"Hillary,TDC,TOXRIC"
COC(=O)C[N+](=O)[O-],1.499,"Hillary,TDC,TOXRIC"
COC(=O)Cc1cccc2ccccc12,2.0228953645,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)Cc1ccccc1,1.7700316219960983,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)Cl,3.197133385390181,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)N(C(=O)N1COC2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,2.8891601345686766,USA data.gov
COC(=O)N(C)C(=O)CSP(C)(=S)OC,3.6777874690445524,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)N(CCCl)N=O,3.9205511461198457,"Hillary,TOXRIC,USA data.gov"
COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,5.111512306796835,USA data.gov
COC(=O)N/N=C/c1c[n+](O)c2ccccc2[n+]1O,2.492581279,TOXRIC
COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-],2.489,Hillary
COC(=O)NC(=S)Nc1ccc(OCc2ccccc2)cc1[N+](=O)[O-],2.256932916,TOXRIC
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,1.7121841065,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)NC(Cc1ccccc1)C(O)CCl,2.1101130715585623,USA data.gov
COC(=O)NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-],2.4891275841846303,"TDC,USA data.gov"
COC(=O)NS(=O)(=O)c1ccc(N)cc1,2.061080106,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)Nc1ccc(Cl)c(Cl)c1,2.6249303690000003,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)Nc1ccc(S(=O)(=O)NN)cc1,2.846,"Hillary,TDC,TOXRIC"
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,1.876,"Hillary,TOXRIC,USA data.gov"
COC(=O)Nc1nc(N2CC=CCC2)cc2nc(=O)on12,1.862231291,TOXRIC
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,2.617,Hillary
COC(=O)Nc1nc2cc(Oc3ccc4[nH]c(NC(=O)OC)nc4c3)ccc2[nH]1,3.297,"Hillary,TDC"
COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,2.0878518975,"Hillary,TOXRIC"
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,2.616562293900403,"TOXRIC,USA data.gov"
COC(=O)Nc1nc2ccc(OCc3ccccc3)cc2[nH]1,1.820002846,TOXRIC
COC(=O)Nc1nc2ccc(Oc3ccc4nc(NC(=O)OC)[nH]c4c3)cc2[nH]1,3.2970631110920188,"TOXRIC,USA data.gov"
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,1.476186516,TOXRIC
COC(=O)Nc1nc2ccccc2[nH]1,1.475,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)Nc1nc2ccccc2[nH]1.O=P(O)(O)O,1.586112997208883,USA data.gov
COC(=O)Nc1nc2ccccc2n1C(=O)NCCCCCC#N,2.1198654226586964,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)OC,0.8408376915,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)OC(=O)OC,2.712,"Hillary,TOXRIC,USA data.gov"
COC(=O)[C@@H]1C2C=CC(C2)[C@@H]1C(=O)OC,2.323,Hillary
COC(=O)[C@H]1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,2.803,Hillary
COC(=O)[C@H]1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,3.161,Hillary
COC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.[Na+],2.1007615787355656,USA data.gov
COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)OC)c1CC(C)C,2.4150372495,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)c1c(C)nc(C)c(C(=O)O)c1-c1cc([N+](=O)[O-])ccc1F,2.240906022,TOXRIC
COC(=O)c1c(Cl)c(Cl)c(C(=O)N(C)OC)c(Cl)c1Cl,2.489330964,"Hillary,TOXRIC,USA data.gov"
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,2.044,"Hillary,TDC,TOXRIC"
COC(=O)c1c(Cl)c(Cl)c(C(=O)SC)c(Cl)c1Cl,2.023,"Hillary,TDC,TOXRIC"
COC(=O)c1cc(C(=O)OC)cc([N+](=O)[O-])c1,1.3788651545000001,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)c1cc(Cl)ccc1OC(N)=O,1.963067813,TOXRIC
COC(=O)c1cc(Oc2ccc(C(=O)OC)cc2N)cc(C(=O)OC)c1,1.555498312,TOXRIC
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],1.7280162609105143,"Hillary,TOXRIC,USA data.gov"
COC(=O)c1cc([N+](=O)[O-])ccc1Cl,1.6042339258499356,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)c1ccc(/N=N/N(C)C)cc1,3.6,Hillary
COC(=O)c1ccc(C(=O)OC)cc1,1.783067938,TOXRIC
COC(=O)c1ccc(C)cc1,1.658044742274132,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)c1ccc(CNS(C)(=O)=O)cc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,5.162421789939694,USA data.gov
COC(=O)c1ccc(N2CCC(c3ccc(Cl)cc3)=N2)cc1,1.799026089,TOXRIC
COC(=O)c1ccc(N=NN(C)C)cc1,3.600227785,"TDC,TOXRIC"
COC(=O)c1ccc(NC(C)=O)o1,2.1838282510560587,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)c1ccc(O)cc1,1.8600498075671736,USA data.gov
COC(=O)c1ccc(OC)cc1,1.521598297,TOXRIC
COC(=O)c1ccc2nc(C(F)(F)F)[nH]c2c1,4.0390202935,"Hillary,TOXRIC"
COC(=O)c1cccc(/N=N/N(C)C)c1,3.538,Hillary
COC(=O)c1cccc(C(=O)OC)c1,1.6457533956392512,USA data.gov
COC(=O)c1cccc(C)c1O,1.6361185382737156,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)c1cccc(CCN(C)Cc2ccccc2)c1,2.607257363,TOXRIC
COC(=O)c1cccc(N=NN(C)C)c1,3.5383076637047224,"TDC,TOXRIC,USA data.gov"
COC(=O)c1ccccc1,2.063,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)c1ccccc1/N=C/C(C)Cc1ccc(C(C)(C)C)cc1,2.051052454,"Hillary,TOXRIC"
COC(=O)c1ccccc1/N=N/N(C)C,4.203,Hillary
COC(=O)c1ccccc1C(=O)OC,1.456,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)c1ccccc1C(=O)c1ccc(OCCN2CCCCC2)cc1,2.008889841,TOXRIC
COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,1.914245813,TOXRIC
COC(=O)c1ccccc1N,1.7155582594118668,"Hillary,TOXRIC,USA data.gov"
COC(=O)c1ccccc1N=NC(C)Cc1ccc(C(C)(C)C)cc1,2.0523745468982515,USA data.gov
COC(=O)c1ccccc1N=NN(C)C,4.202515562,"TDC,TOXRIC,USA data.gov"
COC(=O)c1ccccc1O,2.234,"Hillary,TOXRIC,USA data.gov"
COC(=O)c1ccccc1OC,1.6408923521490761,"Hillary,TDC,TOXRIC,USA data.gov"
COC(=O)c1ccccc1OC(N)=O,1.892481954,TOXRIC
COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,1.898063366,TOXRIC
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,1.862588103,TOXRIC
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,1.882376522,TOXRIC
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(OC(F)F)n1,1.967270801,TOXRIC
COC(=O)c1ccco1,2.623631715,"Hillary,TOXRIC,USA data.gov"
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,1.889188491,TOXRIC
COC(=S)SSC(=S)OC,2.951,"Hillary,TDC,TOXRIC"
COC(=S)SSC(Cl)(Cl)Cl,2.2234521118261594,"Hillary,TOXRIC,USA data.gov"
COC(C)(C)C,1.3430811625,"Hillary,TDC,TOXRIC,USA data.gov"
COC(C)(C)CCCC(C)C(C)O,1.623,"Hillary,TDC,TOXRIC"
COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)OC(C)C,1.094,Hillary
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,2.9920308319134103,"TOXRIC,USA data.gov"
COC(C)(C=O)CC(C)C=O,1.889568076,TOXRIC
COC(C)=NC#N,2.356207395,"TDC,TOXRIC,USA data.gov"
COC(C)=O,1.170725107,TOXRIC
COC(C)C=O,1.9719388155909834,"Hillary,TDC,TOXRIC,USA data.gov"
COC(C)CC(=O)O,1.5909624641108975,"Hillary,TDC,TOXRIC,USA data.gov"
COC(C)CC(CC(OC)OC)OC,1.702869012717442,"Hillary,TDC,TOXRIC,USA data.gov"
COC(C)CC(OC)OC,2.001,"Hillary,TDC,TOXRIC"
COC(C)CC=O,2.319,Hillary
COC(C)CCOC(C)=O,1.5408118435,"Hillary,TOXRIC"
COC(C)CO,1.1981947128366357,USA data.gov
COC(C)COC(C)COC(C)CO,1.796,TDC
COC(C)N(C)N=O,2.69208551,"Hillary,TDC,TOXRIC,USA data.gov"
COC(C)OC,1.142,"Hillary,TDC,TOXRIC"
COC(C1=NCCCN1)c1ccc2ccccc2c1,2.766913457,TOXRIC
COC(C1=NCCCN1)c1cccc2ccccc12,2.767,Hillary
COC(C=Cc1ccccc1)OC,1.68289076,"TDC,TOXRIC"
COC(CC(C)=O)OC,1.328852527,"Hillary,TOXRIC"
COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1,2.946429677,TOXRIC
COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1.Cl.Cl,3.021846779859261,USA data.gov
COC(CN1CCN(CCC(O)c2ccccc2)CC1)c1ccccc1,2.7430000000000003,"Hillary,TDC,TOXRIC"
COC(CNCc1ccccc1)c1cccc(C(F)(F)F)c1,2.254138168,TOXRIC
COC(CNCc1ccccc1)c1cccc(C(F)(F)F)c1.Cl,2.3025296640750543,USA data.gov
COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,4.071,"Hillary,TDC,TOXRIC"
COC(Cc1ccccc1)OC,1.676,"Hillary,TDC"
COC(Cn1cncn1)(OC)c1cc2ccccc2o1,2.436626919,TOXRIC
COC(F)(F)C(Cl)Cl,1.661091943,"Hillary,TOXRIC,USA data.gov"
COC(F)(F)C(F)Cl,1.4618206286558082,"Hillary,TDC,TOXRIC,USA data.gov"
COC(F)=C(C(F)(F)F)C(F)(F)F,2.2970415855,"Hillary,TDC,TOXRIC,USA data.gov"
COC(N)=O,1.4777545255,"Hillary,TOXRIC"
COC(OC)C(C)Cc1ccc(C(C)C)cc1,1.67459479,TOXRIC
COC(OC)C(C)c1ccccc1,1.988696317,"Hillary,TOXRIC,USA data.gov"
COC(OC)c1ccccc1,2.0960174235,"Hillary,TDC,TOXRIC,USA data.gov"
COC(OC)c1ccccc1[N+](=O)[O-],1.760858781,"Hillary,TOXRIC,USA data.gov"
COC([CH2][Hg+])CNC(N)=O,3.344713127,TOXRIC
COC(c1cc(C)c(O)c(C)c1)C(C)CO,1.421410348,TOXRIC
COC1(C)CC(c2ccccc2)c2c(c3ccccc3oc2=O)O1,1.9061405778860765,"Hillary,TDC,TOXRIC,USA data.gov"
COC1(C)CCC23CC1C(C)(C)C2CCC3C,1.674675631,TOXRIC
COC1(C)CCCCCCCCCCC1,1.628137477,TOXRIC
COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,1.716404046,TOXRIC
COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,1.760144929,TOXRIC
COC1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)COC21,1.69589651,TOXRIC
COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,2.167831558,TOXRIC
COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CSC21.[Na+],2.18761928971612,USA data.gov
COC1(NC(=O)CSCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,1.539567017,TOXRIC
COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,1.630895481,TOXRIC
COC1/C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(c5nc6ccccc6nc5c4c3C2=O)NC(=O)/C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.593,Hillary
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C,3.709518122488296,"Hillary,TOXRIC,USA data.gov"
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,4.047056691797829,"TOXRIC,USA data.gov"
COC12CC(CO)CN(C)C1Cc1cn(C(C)(C)C)c3cccc2c13,2.631549032,TOXRIC
COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,2.608558311397226,"Hillary,TOXRIC,USA data.gov"
COC12CC(COC3=CC(=O)CC3)CN(C)C1Cc1cn(C(C)(C)C)c3cccc2c13,2.722807647,TOXRIC
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,2.669920939,TOXRIC
COC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,1.210599099,TOXRIC
COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O,2.298441502,TOXRIC
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,1.529486819,"Hillary,TOXRIC,USA data.gov"
COC1=C2CC(C)CC(OC)C(O)C(C)/C=C(\C)C(OC(N)=O)C(OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,2.351,Hillary
COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,2.350747170015553,"TOXRIC,USA data.gov"
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,1.547491645,TOXRIC
COC1=CC(=O)OC(C=Cc2ccc3c(c2)OCO3)C1,1.2340614907663867,USA data.gov
COC1=CC=C2C3Cc4ccc(OC)c5c4C2(CCN3C)C1O5,3.4361936288542037,"Hillary,TDC,TOXRIC,USA data.gov"
COC1=Cc2ccccc2Nc2ccccc21,1.649870093702406,USA data.gov
COC1C(C)OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C1O,3.839,"Hillary,TDC,TOXRIC"
COC1C(O)C(N)C(OC2OC(C(C)N)CCC2N)C(O)C1N(C)C(=O)CN,1.607986574,TOXRIC
COC1C(O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(C)C(O)C(C)O2)C(N(C)C)C1O.O=C(O)C(O)C(O)C(=O)O,2.084799623005802,USA data.gov
COC1C(O)CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O.O=C(O)CCCCC(=O)O,2.327834228040932,USA data.gov
COC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,4.981275925,"Hillary,TOXRIC,USA data.gov"
COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,2.072935444,TOXRIC
COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,1.83304997,TOXRIC
COC1C(OC(N)=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,2.243131633,TOXRIC
COC1C=CC2=CCN3CCC4=C(CC(=O)OC4)C23C1,2.729120303,TOXRIC
COC1C=COC2(C)Oc3c(C)c(O)c4c(=O)c(c5[nH]c6ccccc6nc-5c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.593216818,TOXRIC
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.71923769,"TDC,TOXRIC"
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.340961886,TOXRIC
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN6CCCCC6C5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.23704985,TOXRIC
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(N5CCN(Cc6c(C)cc(C)cc6C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.262026555,TOXRIC
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.59433232,TOXRIC
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.415582479,TOXRIC
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(OCC(=O)O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.401293677,TOXRIC
COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O,2.228923148,TOXRIC
COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1,2.421971298,TOXRIC
COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1.[Br-],2.518640860435213,USA data.gov
COC1CC(C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)OC1OC2(C)C(O)C(N(C)C)C1O,2.481,"Hillary,TDC,TOXRIC"
COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O,2.011,"TDC,TOXRIC,USA data.gov"
COC1CC(OC2C(C)OC(OC3C(C)=CCC4CC(CC5(C=CC(C)C(C(C)C)O5)O4)OC(=O)C4C=C(C)C(O)C5OCC(=CC=CC3C)C45O)CC2OC)OC(C)C1O,5.33196502296787,USA data.gov
COC1CC(OC2C(C)OC(OC3C(C)=CCC4CC(CC5(C=CC(C)C(C(C)C)O5)O4)OC(=O)C4C=C(C)C(OC)C5OCC(=CC=CC3C)C45O)CC2OC)OC(C)C1O,5.64002901836088,USA data.gov
COC1CC2CC1C1CC(C=O)CC21,1.8412566508217116,"Hillary,TOXRIC,USA data.gov"
COC1CC=C2CCN3CCC4=C(CC(=O)OC4)C23C1,2.934731948,TOXRIC
COC1CC=C2CCN3CCC4=C(CC(=O)OC4)C23C1.Cl,2.988738668113184,USA data.gov
COC1CCC(OC2(C)C(CC3CC(OC)C(C)C4(O3)OC(C)(C3CCC(C5CCC(C6OC(C)(O)C(C)CC6C)O5)O3)C(OC)C4C)OC(O)(C(C)C(=O)O)C(C)C2OC)OC1C,4.961,"Hillary,TDC,TOXRIC"
COC1CCC(OC2C(C)C(O)(C(C)C(=O)O)OC(CC3CC(OC)C(C)C4(O3)OC(C)(C3CCC(C5CCC(C6OC(C)(O)C(C)C(OC)C6C)O5)O3)C(OC)C4C)C2(C)OC)OC1C,5.130422916047751,"TOXRIC,USA data.gov"
COC1CCC(OC2CC3(CC(O)C(C)C(C(C)/C=C(\C)C(=O)C(C)CC(C)C(=O)O)O3)OC2(C)C2CCC(C)C3(OC(C4OC(O)(CO)C(C)CC4C)CC3C)O2)OC1C,5.063010723,"Hillary,TOXRIC"
COC1CCC(OC2CC3(CC(O)C(C)C(C(C)C=C(C)C(=O)C(C)CC(C)C(=O)O)O3)OC2(C)C2CCC(C)C3(OC(C4OC(O)(CO)C(C)CC4C)CC3C)O2)OC1C,5.063,TDC
COC1CCC=CO1,1.908,"Hillary,TDC,TOXRIC"
COC1OC(CNC(=O)N(CCCl)N=O)C(O)C(O)C1O,3.8489931455,"Hillary,TDC,TOXRIC,USA data.gov"
COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,5.003669442989364,USA data.gov
COC=CC=C(C#N)C#N,2.8267609155,"TDC,TOXRIC"
COC=O,2.101916933,"Hillary,TDC,TOXRIC,USA data.gov"
COCC(=O)CNC(=O)Oc1ccccc1OC(C)C,3.6040840430224184,"TOXRIC,USA data.gov"
COCC(=O)N(C)C(=O)Oc1ccccc1OC(C)C,3.604,"Hillary,TDC"
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,2.693310479,"Hillary,TOXRIC,USA data.gov"
COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O,2.175006373,"Hillary,TDC,TOXRIC,USA data.gov"
COCC(=O)NP(=O)(OC)SC,3.027747019428486,"Hillary,TOXRIC,USA data.gov"
COCC(=O)Nc1cc(Sc2ccccc2)ccc1N=C(NC(=O)OC)NC(=O)OC,1.6241481000833544,"Hillary,USA data.gov"
COCC(=O)Nc1cc(Sc2ccccc2)ccc1NC(=NC(=O)OC)NC(=O)OC,1.6242962,TOXRIC
COCC(=O)Nc1ccc(N=C(C)N(C)C)cc1,1.725296112,TOXRIC
COCC(=O)O,1.9546187349827773,USA data.gov
COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C,2.792075485,TOXRIC
COCC(C)=O,1.011,"Hillary,TDC"
